Source,Target
Andrea L. Bertozzi,Guillermo Sapiro
Andrea Prati 0001,Ivana Mikic
Andrea Prati 0001,Mohan M. Trivedi
Andrea Prati 0001,Rita Cucchiara
Andrea Selinger,Randal C. Nelson
Andrea Torsello,Edwin R. Hancock
Andrea Torsello,Richard C. Wilson 0001
Andreas F. Koschan,Joon Ki Paik
Andreas Geyer-Schulz,Maximillian Jahn
Andreas Geyer-Schulz,Michael Hahsler
Andreas Girgensohn,Don Kimber
Andreas Gärtner,Alfons Kemper
Andreas Gärtner,Bernhard Zeller
Andreas Gärtner,Donald Kossmann
Andreas Herzig,Jérôme Lang
Andreas Herzig,Pierre Marquis
Andreas Herzig,Thomas Polacsek
Andreas Hotho,Alexander Maedche
Andreas Hotho,Steffen Staab
Andreas Koeller,Elke A. Rundensteiner
Andreas Müller,Marco Pötke
Andreas Müller,Thomas Seidl 0001
Andreas Turina,Luc Van Gool
Andrei A. Krokhin,Peter Jeavons 0001
Andrei A. Krokhin,Peter Jonsson
Andrew Garland,Richard Alterman
Andrew Gilpin,David Levine
Andrew J. Davison,Ian D. Reid 0001
Andrew J. Davison,Nobuyuki Kita
Andrew Lim 0001,Wang Ying
Andrew McCallum,Fernando C. N. Pereira
Andrew Turpin,Chris A. Johnson 0002
Andrew Turpin,Eibe Frank
Andrew Turpin,Ian H. Witten
Andrew Turpin,Mark A. Hall
Andrew Turpin,William R. Hersh
Andrew Y. Ng,Alice X. Zheng
Andrew Y. Ng,Michael I. Jordan
Andy Tsai,Alan S. Willsky
Andy Tsai,Anthony J. Yezzi
Andy Tsai,Clare M. Tempany
Andy Tsai,Dewey Tucker
Andy Tsai,William M. Wells III
Angela Bonifati,Fabio Casati
Angela Bonifati,Stefano Ceri
Angela Bonifati,Stefano Paraboschi
Anil K. Jain 0001,HongJiang Zhang
Anil K. Jain 0001,Wei-Ying Ma
Ann Nowé,Johan Parent
Ann Nowé,Katja Verbeeck
Anna C. Gilbert,Martin Strauss 0001
Anna C. Gilbert,Yannis Kotidis
Anna Goy,Giovanna Petrone
Anna Goy,Marino Segnan
Anna M. Manning,John A. Keane
Anni Coden,Arnon Amir
Anni Coden,Dulce B. Ponceleon
Anni Coden,James W. Cooper
Anni Coden,Jan Pieper
Anthony J. Yezzi,Alan S. Willsky
Anthony J. Yezzi,Clare M. Tempany
Anthony J. Yezzi,Dewey Tucker
Anthony J. Yezzi,Jerry L. Prince
Anthony J. Yezzi,William M. Wells III
Anthony Jameson,Frank Wittig
Anthony K. H. Tung,Jean Hou
Antonio De Santis,Alberto Negro
Antonio De Santis,Paul P. Maglio
Antonio De Santis,Umberto Ferraro Petrillo
Antonio De Santis,Vittorio Scarano
Antonio Robles-Kelly,Andrea Torsello
Antonio Robles-Kelly,Edwin R. Hancock
Antonio Robles-Kelly,Richard C. Wilson 0001
Antonis A. Argyros,Kostas E. Bekris
Antonis A. Argyros,Stelios C. Orphanoudakis
Antonis C. Kakas,Bert Van Nuffelen
Antonis C. Kakas,Marc Denecker
Antony Unwin,Heike Hofmann
Antony Unwin,Klaus Bernt
Apostol Natsev,Chung-Sheng Li
Apostol Natsev,Jeffrey Scott Vitter
Apostol Natsev,John R. Smith
Ari Heinonen,Antti Tammela
Ari Heinonen,Katja Rentto
Ari Heinonen,Mikko Seppälä
Ari Heinonen,Pauliina Koivunen
Ari Heinonen,Sari Lehtola
Ari Heinonen,Timo Järvinen
Ari Heinonen,Timo Kinnunen
Ari Heinonen,Ville Ollikainen
Ari Kahn,Michael T. Hallett
Ariel Tankus,Yehezkel Yeshurun
Aristides Gionis,Dimitrios Gunopulos
Aristides Gionis,Nick Koudas
Arnaldo J. Abrantes,Jorge S. Marques
Arno J. Knobbe,Arno Siebes
Arno J. Knobbe,Marc de Haas
Arno Schödl,Irfan A. Essa
Arnon Amir,Alon Efrat
Arnon Amir,Jan Pieper
Art Kaufmann,John G. Burgess
Arthur T. Whitney,Dennis E. Shasha
Artur Bykowski,Christophe Rigotti
Arun Vachher,Peter Jackson
Arun Vachher,Tim Travers
Asaf Adi,David Botzer
Asaf Adi,Tali Yatzkar-Haham
Ashley Eden,Richard Szeliski
Ashraf Aboulnaga,Alaa R. Alameldeen
Ashraf Aboulnaga,Jeffrey F. Naughton
Ashutosh Garg,Dan Roth
Asi Elad (Elbaz),Ron Kimmel
Asim Razzaq,Anil Sewani
Assaf Schuster,Ran Wolff
Assaf Zomet,Alex Rav-Acha
Assaf Zomet,Shmuel Peleg
Ata Kabán,Mark A. Girolami
Atsushi Fujii,Tetsuya Ishikawa
Attilio Giordana,Lorenza Saitta
Audrey M. Tam,Philip Kwok Chung Tse
Avi Arampatzis,André van Hameren
Aya Soffer,David Carmel
Aya Soffer,Doron Cohen
Aya Soffer,Eitan Farchi
Aya Soffer,Michael Herscovici
Aya Soffer,Ronald Fagin
Aya Soffer,Ronny Lempel
Banu Özden,Bruce Gordon
Banu Özden,Bruce Hillyer
Banu Özden,David J. DeWitt
Banu Özden,Elizabeth A. M. Shriver
Banu Özden,Eran Gabber
Banu Özden,Jim Gray 0001
Banu Özden,John Wilkes
Bart Goethals,Jan Van den Bussche
Bart Selman,Mark E. Stickel
Bastian Leibe,Bernt Schiele
Bastian Leibe,Paul Levi
Behzad Mortazavi-Asl,Helen Pinto
Behzad Shahraray,David C. Gibbon
Ben Gum,Richard J. Lipton
Ben Kao,Chi Lap Yip
Ben Kao,David Wai-Lok Cheung
Ben Walter,Eric Chang
Benjamin Nguyen,Gregory Cobena
Benjamin Nguyen,Mihai Preda
Benjamin Nguyen,Serge Abiteboul
Benjamin Taskar,Daphne Koller
Benjamin Taskar,Eran Segal
Berardina De Carolis,Catherine Pelachaud
Berardina De Carolis,Fiorella de Rosis
Berardina De Carolis,Isabella Poggi
Bernd Fischer 0003,Joachim M. Buhmann
Bernd Fischer 0003,Thomas Zöller
Bernd Heisele,Massimiliano Pontil
Bernd Heisele,Thomas Serre
Bernd Heisele,Tomaso A. Poggio
Bernd Meyer 0001,Alan Borning
Bernd Meyer 0001,Will Portnoy
Bernhard Braunmüller,Florian Krebs
Bernhard Pfahringer,Geoffrey Holmes 0001
Bernhard Pfahringer,Richard Kirkby
Berry de Bruijn,Joel D. Martin
Bert Van Nuffelen,Marc Denecker
Bert Van der Linden,Brian Sterling
Bert Van der Linden,Brian Vickery
Bert Van der Linden,Dan Wineman
Bert Van der Linden,Daniela Florescu
Bert Van der Linden,David Li
Bert Van der Linden,David Rieber
Bert Van der Linden,Ivan Oprencak
Bert Van der Linden,John C. Shafer
Bert Van der Linden,Kuan Yee
Bert Van der Linden,Michael Blow
Bert Van der Linden,Nicolas Adiba
Bert Van der Linden,Rajendra Panwar
Bert Van der Linden,Tolga Urhan
Bertram Ludäscher,Maryann E. Martone
Beverly Yang,Hector Garcia-Molina
Bharat Chandra,Anil Sewani
Bharat Chandra,Asim Razzaq
Bharat Chandra,Lei Gao
Bharat Chandra,Michael Dahlin
Bharat Kumar,Daniel F. Lieuwen
Bhavani Raskutti,Adam Kowalczyk
Bhavani Raskutti,Herman L. Ferrá
Bianca Zadrozny,Charles Elkan
Bin Lan,Stéphane Bressan
Bin Luo 0001,Andrea Torsello
Bin Luo 0001,Antonio Robles-Kelly
Bin Luo 0001,Edwin R. Hancock
Bin Luo 0001,Richard C. Wilson 0001
Bing Liu 0001,Huan Liu
Bing Liu 0001,Philip S. Yu
Bing Liu 0001,Ronnie Lee
Bing Liu 0001,Wynne Hsu
Björn Blohsfeld,Bernhard Seeger
Björn Blohsfeld,Jürgen Krämer
Björn Blohsfeld,Martin Schneider 0006
Björn Blohsfeld,Tobias Schäfer
Bogdan Matei,Richard P. Wildes
Bogdan Matei,Steven C. Hsu
Bogdan Stanescu,Elena Popovici
Brahim Medjahed,Mourad Ouzzani
Branko Kavsek,Nada Lavrac
Brendan J. Frey,Ralf Koetter
Brendan J. Frey,Thomas S. Huang
Brenno Lurati,Erik Wilde
Brett J. Doleman,Alan Hopkins
Brett J. Doleman,Nathan S. Lewis
Brian C. Williams,Mark Abramson
Brian C. Williams,Seung Chung
Brian C. Williams,Vineet Gupta 0001
Brian Curless,David Salesin
Brian Curless,Richard Szeliski
Brian F. Cooper,Gísli R. Hjaltason
Brian F. Cooper,Michael J. Franklin
Brian F. Cooper,Moshe Shadmon
Brian F. Cooper,Neal Sample
Brian Sterling,Brian Vickery
Brian Sterling,Dan Wineman
Brian Sterling,Kuan Yee
Brian Sterling,Tolga Urhan
Brian Vickery,Dan Wineman
Brian Vickery,Kuan Yee
Bruce A. Shapiro,David Bengali
Bruce A. Shapiro,Wojciech Kasprzak
Bruce Blumberg,Alex Pentland
Bruce G. Lindsay 0001,David E. Simmen
Bruce G. Lindsay 0001,Guy M. Lohman
Bruce G. Lindsay 0001,Hamid Pirahesh
Bruce Gordon,Jim Gray 0001
Bruce Gordon,John Wilkes
Bruce Hillyer,Bruce Gordon
Bruce Hillyer,David J. DeWitt
Bruce Hillyer,Elizabeth A. M. Shriver
Bruce Hillyer,Jim Gray 0001
Bruce Hillyer,John Wilkes
Bruno Codenotti,Massimo Santini 0001
Bruno Codenotti,Sebastiano Vigna
Bryan S. Morse,Duane Schwartzwald
Bryan Singer,Manuela M. Veloso
Byron Dom,Dick C. A. Bulterman
Byron Dom,Jan Pieper
Byron Dom,John Golden
Bärbel Ripplinger,Paul Schmidt
Caetano Traina Jr.,Christos Faloutsos
Caetano Traina Jr.,Spiros Papadimitriou
Camillo Gentile,Mario Sznaier
Camillo Gentile,Octavia I. Camps
Carla P. Gomes,Bart Selman
Carla P. Gomes,Mark E. Stickel
Carlo Zaniolo,Amir M. Zarkesh
Carlo Zaniolo,Jafar Adibi
Carlos Agra Coelho,José Gabriel Pereira Lopes
Carlos Eduardo Mariano,Eduardo F. Morales 0001
Carlos Guestrin,Daphne Koller
Carlos Guestrin,Ronald Parr
Carlos Ordonez 0001,Cesar A. Santana
Carlos Ordonez 0001,Edward Omiecinski
Carlos Ordonez 0001,Elizabeth Krawczynska
Carlos Ordonez 0001,Ernest V. Garcia
Carlos Ordonez 0001,José A. Taboada
Carlos Ordonez 0001,Levien de Braal
Carlos Ordonez 0001,Norberto F. Ezquerra
Carlotta Domeniconi,Dimitrios Gunopulos
Carmel Domshlak,Ronen I. Brafman
Carmel Domshlak,Solomon Eyal Shimony
Carmen Riedler,Roland Tusch
Carole A. Goble,Sean Bechhofer
Catalina Fan,John E. Funderburk
Catharine M. Wyss,Dirk Van Gucht
Catherine Faron-Zucker,Rose Dieng
Catherine Pelachaud,Fiorella de Rosis
Catherine Pelachaud,Isabella Poggi
Cen Rao,Mubarak Shah
Cesar A. Santana,Elizabeth Krawczynska
Cesar A. Santana,Ernest V. Garcia
Cesar A. Santana,José A. Taboada
Cesar A. Santana,Norberto F. Ezquerra
Cesare Pautasso,Ari Kahn
Cesare Pautasso,Michael T. Hallett
Chang-Hung Lee,Cheng-Ru Lin
Charles B. Callaway,James C. Lester
Charles K. Nicholas,Patrick Cahan
Charles L. A. Clarke,Gordon V. Cormack
Charles L. A. Clarke,Thomas R. Lynam
Charles Schweizer,Susan T. Dumais
Charles V. Stewart,Gang Lin
Charles V. Stewart,Howard L. Tanenbaum
Charu C. Aggarwal,Fatima Al-Garawi
Charu C. Aggarwal,Philip S. Yu
Chen Li 0001,Jeffrey D. Ullman
Chen Sagiv,Nir A. Sochen
Chen Sagiv,Yehoshua Y. Zeevi
Cheng Yang,Paul S. Bradley
Cheng Yang,Usama M. Fayyad
ChengXiang Zhai,John D. Lafferty
Chi Lap Yip,David Wai-Lok Cheung
Chi-Yuen Ng,Ben Kao
Chi-Yuen Ng,David Wai-Lok Cheung
Chi-Yuen Ng,Felix Cheung
Chi-Yuen Ng,Joseph Lee
Chris Buehler,Leonard McMillan
Chris Buehler,Michael Bosse
Chris Clifton,John Griffith
Chris Clifton,Rod Holland
Chris H. Q. Ding,Horst D. Simon
Chris H. Q. Ding,Ming Gu 0002
Chris Olston,Jennifer Widom
Christer Bäckström,Antti Tammela
Christer Bäckström,Ari Heinonen
Christer Bäckström,Katja Rentto
Christer Bäckström,Mikko Seppälä
Christer Bäckström,Pauliina Koivunen
Christer Bäckström,Sari Lehtola
Christer Bäckström,Timo Järvinen
Christer Bäckström,Timo Kinnunen
Christer Bäckström,Ville Ollikainen
Christian Böhm,Bernhard Braunmüller
Christian Böhm,Florian Krebs
Christian Decomain,Stefan Wrobel
Christian Hanin,Carmen Riedler
Christian Hanin,Christian Hofbauer
Christian Hanin,Margit Lang
Christian Hanin,Roland Tusch
Christian Hofbauer,Carmen Riedler
Christian Hofbauer,Margit Lang
Christian Hofbauer,Roland Tusch
Christian S. Jensen,Curtis E. Dyreson
Christian S. Jensen,David B. Lomet
Christian S. Jensen,Richard T. Snodgrass
Christian Schellewald,Christoph Schnörr
Christian Schellewald,Jens Keuchel
Christian Vogler,Dimitris N. Metaxas
Christine Alvarado,Randall Davis
Christophe Bobineau,Luc Bouganim
Christophe Bobineau,Patrick Valduriez
Christophe Bobineau,Philippe Pucheral
Christophe Samson,Gilles Aubert
Christophe Samson,Josiane Zerubia
Christophe Samson,Laure Blanc-Féraud
Christophe Vestri,Frederic Devernay
Christopher Brewster,Fabio Ciravegna
Christopher Brewster,Yorick Wilks
Christopher Geyer,Kostas Daniilidis
Christopher Meek,Robert Rounthwaite
Christopher Tang,William Stafford Noble
Christos Faloutsos,Flip Korn
Christos Faloutsos,Sebastian Thrun
Christos Falusos,Alexander G. Hauptmann
Chuck Freiwald,Mahesh Jagannath
Chun Hung Cheng,Ada Wai-Chee Fu
Chun Hung Cheng,Irwin King
Chun Hung Cheng,Jian Tang 0001
Chun Zhang,David J. DeWitt
Chun Zhang,Guy M. Lohman
Chun Zhang,Jeffrey F. Naughton
Chun Zhang,Qiong Luo 0001
Chung-Sheng Li,Jeffrey Scott Vitter
Claire Cardie,Seth Rogers
Claire Cardie,Stefan Schrödl
Clare M. Tempany,Alan S. Willsky
Clare M. Tempany,Dewey Tucker
Clark F. Olson,Larry H. Matthies
Claudia Diamantini,Maurizio Panti
Claudia Picardi,Daniele Theseider Dupré
Claudio Masolo,Alessandro Oltramari
Clement H. C. Leung,Audrey M. Tam
Clement H. C. Leung,Philip Kwok Chung Tse
Clement H. C. Leung,Simon So
Clement T. Yu,Adrian Santoso
Clifford J. Weinstein,Daniel J. Pack
Cody C. T. Kwok,Daniel S. Weld
Cody C. T. Kwok,Oren Etzioni
Corin R. Anderson,Daniel S. Weld
Corin R. Anderson,Pedro M. Domingos
Cornelia Fermüller,Robert Pless
Craig A. Knoblock,Cyrus Shahabi
Craig A. Knoblock,Jean Oh
Craig A. Knoblock,José Luis Ambite
Craig A. Knoblock,Maria Muslea
Craig A. Knoblock,Martin Frank
Craig A. Knoblock,Mohammad R. Kolahdouzan
Craig A. Knoblock,Steven Minton
Craig Boutilier,Bob Price
Craig Boutilier,Holger H. Hoos
Craig Boutilier,Raymond Reiter
Craig D. Stewart,Mohamed Ramzy Zakaria
Craig E. Wills,Hao Shang
Craig E. Wills,Mikhail Mikhailov
Craig J. Bunker,David Wilhite
Craig J. Bunker,Gopal Mulagund
Craig J. Bunker,Latha S. Colby
Craig J. Bunker,Richard L. Cole
Craig J. Bunker,William J. McKenna
Craig Saunders,Ilia Nouretdinov
Craig Saunders,Volodya Vovk
Cristian Sminchisescu,Bill Triggs
Cristian Sminchisescu,Dimitris N. Metaxas
Cristian Sminchisescu,Sven J. Dickinson
Cristina Bedeschi,Mario Paolucci
Cristina Bedeschi,Orietta Gargano
Cristina Bedeschi,Paola Patteri
Cristina Bedeschi,Pina Ticca
Cristina Bedeschi,Rossella Molinaro
Cristina Bedeschi,Stefano De Francisci
Cristina Conati,Giuseppe Carenini
Cynthia Dwork,Moni Naor
Cynthia Dwork,Ravi Kumar 0001
Cynthia Roberts,Steven Katz
Cyrus Shahabi,Gautam Shanbhag
Cyrus Shahabi,Roger Zimmermann
Céline Robardet,Fabien Feschet
Dale Schuurmans,Robert C. Holte
Damian A. Isla,Bruce Blumberg
Damian A. Isla,Marc Downie
Damian A. Isla,Robert C. Burke
Damianos Chatziantoniou,Michael O. Akinde
Damianos Chatziantoniou,Samuel Kim
Damianos Chatziantoniou,Theodore Johnson
Dan Pelleg,Andrew W. Moore 0001
Dan Suciu,Victor Vianu
Dan Wineman,Kuan Yee
Dana S. Nau,Amnon Lotem
Dana S. Nau,Héctor Muñoz-Avila
Dana S. Nau,Len Breslow
Dana S. Nau,Rosina Weber
Dana S. Nau,Steven Mitchell
Dana S. Nau,Yue Cao
Daniel Alexander Ford,James H. Kaufman
Daniel Alexander Ford,Jared Jackson
Daniel Alexander Ford,Joann Ruvolo
Daniel Alexander Ford,Jussi Myllymaki
Daniel Alexander Ford,Martin Gerlach
Daniel Alexander Ford,Stefan Edlund
Daniel Barbará,Sushil Jajodia
Daniel Berwick,Sang Wook Lee
Daniel C. Zilio,Guy M. Lohman
Daniel C. Zilio,Kelly A. Lyons
Daniel C. Zilio,Sam Lightstone
Daniel D. Morris,Takeo Kanade
Daniel Gillblad,Anders Holst
Daniel Gruhl,Spiros Papadimitriou
Daniel Keren,Yaniv Gal
Daniel Keysers,Hermann Ney
Daniel Keysers,Jörg Dahmen
Daniel Keysers,Wolfgang Macherey
Daniel Oblinger,Irina Rish
Daniel R. Dooly,Qi Zhang
Daniel R. Dooly,Sally A. Goldman
Daniela Florescu,Brian Sterling
Daniela Florescu,Brian Vickery
Daniela Florescu,Dan Wineman
Daniela Florescu,David Li
Daniela Florescu,David Rieber
Daniela Florescu,Dennis E. Shasha
Daniela Florescu,Donald Kossmann
Daniela Florescu,Eric Simon
Daniela Florescu,Ivan Oprencak
Daniela Florescu,John C. Shafer
Daniela Florescu,Kuan Yee
Daniela Florescu,Rajendra Panwar
Daniela Florescu,Tolga Urhan
Daniela Grigori,Fabio Casati
Danny B. Yang,Christoph Bregler
Danny B. Yang,Eugene J. Alexander
Danny Roobaert,Michael Zillich
Dao Dinh Kha,Masatoshi Yoshikawa
Dao Dinh Kha,Shunsuke Uemura
Daphna Weinshall,Eric Cohen-Solal
Daphne Koller,Benjamin Taskar
Daphne Koller,Brian Milch
Daphne Koller,Dirk Ormoneit
Daphne Koller,Ronald Parr
Dara Koozekanani,Cynthia Roberts
Dara Koozekanani,Kim L. Boyer
Dara Koozekanani,Steven Katz
Darren T. Lim,Malik Magdon-Ismail
David A. Randell,Mark Witkowski
David A. Randell,Murray Shanahan
David B. Johnson 0003,Henry Chiu
David Bengali,Wojciech Kasprzak
David Botzer,Tali Yatzkar-Haham
David Buttler,Henrique Paques
David Buttler,Ling Liu 0001
David C. Parkes,Marta Eso
David Carmel,Aya Soffer
David Carmel,Doron Cohen
David Carmel,Eitan Farchi
David Carmel,Michael Herscovici
David Carmel,Ronald Fagin
David Carmel,Ronny Lempel
David Choi,Benjamin Van Roy
David E. DiFranco,James M. Rehg
David E. Losada,Alvaro Barreiro
David Guillamet,Jordi Vitrià
David Guillamet,Marco Bressan 0001
David H. Wolpert,Joseph Sill
David Harel,Yehuda Koren
David Hawking,Kathleen Griffiths
David Hawking,Nick Craswell
David Hawking,Stephen E. Robertson
David J. DeWitt,Bruce Gordon
David J. DeWitt,Guy M. Lohman
David J. DeWitt,Jim Gray 0001
David J. DeWitt,John Wilkes
David J. DeWitt,Marios Skounakis
David J. DeWitt,Mark D. Hill
David J. DeWitt,Qiong Luo 0001
David J. Fleet,Thomas F. El-Maraghi
David J. Hirvonen,Bogdan Matei
David J. Hirvonen,Richard P. Wildes
David J. Hirvonen,Steven C. Hsu
David L. Page,Andreas F. Koschan
David L. Page,Joon Ki Paik
David Li,Brian Sterling
David Li,Brian Vickery
David Li,Dan Wineman
David Li,David Rieber
David Li,Ivan Oprencak
David Li,John C. Shafer
David Li,Kuan Yee
David Li,Rajendra Panwar
David Li,Tolga Urhan
David M. Blei,Pedro J. Moreno
David M. Hart,Michael J. Pazzani
David M. Pennock,Finn Årup Nielsen
David M. Pennock,Steve Lawrence
David Maier 0001,Jason A. Lyman
David Maier 0001,Joan S. Ash
David Maier 0001,Mary Lavelle
David Maier 0001,Mathew Weaver
David Maier 0001,Paul N. Gorman
David Maier 0001,Shawn Bowers
David Maxwell Chickering,Christopher Meek
David Maxwell Chickering,Robert Rounthwaite
David P. Capel,Andrew Zisserman
David Rieber,Brian Sterling
David Rieber,Brian Vickery
David Rieber,Dan Wineman
David Rieber,John C. Shafer
David Rieber,Kuan Yee
David Rieber,Tolga Urhan
David Salesin,Richard Szeliski
David Sloan,Paul Booth
David Sloan,Peter Gregor
David Tschumperlé,Rachid Deriche
David W. Aha,Dana S. Nau
David W. Aha,Héctor Muñoz-Avila
David W. Aha,Kalyan Moy Gupta
David W. Aha,Len Breslow
David W. Aha,Rosina Weber
David Wai-Lok Cheung,Francis Y. L. Chin
David Wai-Lok Cheung,William Wei Song
Dawn J. Lawrie,Arnold L. Rosenberg
Deb Campbell,Bryan Nelson
Demet Aksoy,Michael J. Franklin
Demet Aksoy,Stanley B. Zdonik
Denis Gingras,Frank P. Ferrie
Denis Rinfret,Elizabeth J. O'Neil
Denis Rinfret,Patrick E. O'Neil
Denise Draper,Alon Y. Halevy
Denise Draper,Daniel S. Weld
Dennis E. Shasha,Eric Simon
Dennis Nilsson,Jacob Goldberger
Dewey Tucker,Alan S. Willsky
Diane Kelly 0001,Nicholas J. Belkin
Diane Lambert,José C. Pinheiro
Diego A. Socolinsky,Christopher K. Eveland
Diego A. Socolinsky,Joshua D. Neuheisel
Diego A. Socolinsky,Lawrence B. Wolff
Diego Calvanese,Giuseppe De Giacomo
Diego Calvanese,Maurizio Lenzerini
Dieter Fensel,Frank van Harmelen
Dieter Fensel,Ian Horrocks
Dieter Fox,Armin B. Cremers
Dimitrios Gunopulos,Bernhard Seeger
Dimitrios Gunopulos,Gautam Das 0001
Dimitrios Gunopulos,Nick Koudas
Dimitrios Gunopulos,Stefan Berchtold
Dimitrios Katsaros 0001,Yannis Manolopoulos
Dimitrios Retalis,Harris Papageorgiou
Dimitrios Retalis,Nikos Lourados
Dimitrios Retalis,Symeon Retalis
Dimitris Achlioptas,Bart Selman
Dimitris Achlioptas,Carla P. Gomes
Dimitris Achlioptas,Mark E. Stickel
Dimitris Margaritis 0001,Christos Faloutsos
Dimitris Margaritis 0001,Sebastian Thrun
Dimitris N. Metaxas,Sven J. Dickinson
Dionysius P. Huijsmans,Nicu Sebe
Dirk Schulz 0001,Armin B. Cremers
Dirk Schulz 0001,Dieter Fox
Dirk Schulz 0001,Wolfram Burgard
Doina Caragea,Dianne Cook
