Source,Target
Adam Silberstein,Ke Yi 0001
Adam Woznica,Alexandros Kalousis
Adam Woznica,Melanie Hilario
Adina Crainiceanu,Johannes Gehrke
Adrian Baras,Brandon Berg
Adrian Baras,Denis Churin
Adrian Baras,Eugene Kogan
Adrian Hilton,John Illingworth
Adrian Hilton,Miroslav Hamouz
Adrian M. Teisanu,Laurent Mignet
Adrian Petcu,Boi Faltings
Adrien Bartoli,François Gaspard
Afsaneh Shirazi,Eyal Amir
Agathe Battestini,John A. Flanagan
Aharon Bar-Hillel,Daphna Weinshall
Aharon Bar-Hillel,Tomer Hertz
Ahmed K. Elmagarmid,Ibrahim Kamel
Ahmed K. Elmagarmid,Mohamed F. Mokbel
Ahmed Metwally 0001,Amr El Abbadi
Ajit V. Rajwade 0002,Doina Precup
Ajmal S. Mian,Mohammed Bennamoun
Ajmal S. Mian,Robyn A. Owens
Aki P. F. Chan,Daniel S. Yeung
Aki P. F. Chan,Eric C. C. Tsang
Aki P. F. Chan,Wing W. Y. Ng
Akihiro Kishimoto,Martin Müller 0003
Akihiro Kishimoto,Paul Lu
Akihiro Kishimoto,Robert Lake
Akihiro Kishimoto,Steve Sutphen
Akihiro Kuwabara,Katsumi Tanaka
Akinori Fujino,Kazumi Saito
Akiyo Nadamoto,Katsumi Tanaka
Akiyo Nadamoto,Masaki Hayashi
Akiyoshi Nakamizo,Hiroyuki Kitagawa
Akiyoshi Nakamizo,Shigeo Sugimoto
Al Mamunur Rashid,George Karypis
Al Mamunur Rashid,John Riedl
Alain Rakotomamonjy,Stéphane Canu
Alain Trouvé,Laurent Younes
Alan Davidson,Ben Tribelhorn
Alan Davidson,Mac Mason
Alan Davidson,Susanna Ricco
Alan Davidson,Zachary Dodds
Alan F. Smeaton,Barry Smyth
Alan F. Smeaton,Cathal Gurrin
Alan F. Smeaton,Peter Wilkins
Alan Fern,Angelo C. Restificar
Alan Fern,Robert Givan
Alan Holland,Barry O'Sullivan
Alan Kwan,Yi-Cheng Tu
Alan L. Cox,Willy Zwaenepoel
Alan M. Frisch,Bernadette Martínez Hernández
Alan M. Frisch,Christopher Jefferson
Alan M. Frisch,Ian Miguel
Alan Nash,Philip A. Bernstein
Alan Nash,Sergey Melnik 0001
Alban Grastien,Christine Largouët
Albert C. S. Chung,Jian Ye
Alberto Finzi,Fiora Pirri
Alberto Lerner,Daniel C. Zilio
Alberto Lerner,Ivan Popivanov
Alberto Lerner,Volker Markl
Alberto Trombetta,Michela Acquaviva
Albrecht Zimmermann,Björn Bringmann
Aldo Gangemi,Esther Ratsch
Aldo Gangemi,Isabel Rojas
Aldo Gangemi,Jasmin Saric
Alejandro Jaimes,Jun Miyazaki
Aleks Jakulin,Ivan Bratko
Aleks Jakulin,Janez Demsar
Aleks Jakulin,Martin Mozina
Aleksandra Korolova,Ayman Farahat
Aleksandra Korolova,Philippe Golle
Alessandro Campi,Alessandro Raffio
Alessandro Campi,Damiano Salvi
Alessandro Campi,Roberto Cappa
Alessandro Campi,Stefano Ceri
Alessandro Saetti,Ivan Serina
Alessandro Saetti,Paolo Toninelli
Alessandro Soro,Davide Carboni
Alessandro Soro,Gavino Paddeu
Alessandro Soro,Ivan Marcialis
Alessio Guerri,Michela Milano
Alex Alves Freitas,Nelson F. F. Ebecken
Alex Dekhtyar,Beth Goldstein
Alex Dekhtyar,Cynthia Isenhour
Alex Dekhtyar,Judy Goldsmith
Alex Dekhtyar,Raphael A. Finkel
Alex Holub,Pietro Perona
Alex K. S. Wong,Daniel S. Yeung
Alex K. S. Wong,John W. T. Lee
Alex Levinshtein,Cristian Sminchisescu
Alex Levinshtein,Sven J. Dickinson
Alex Rasin,Michael Stonebraker
Alex Rasin,Nga Tran
Alex Rasin,Stanley B. Zdonik
Alex Rasin,Ying Xing
Alex Rav-Acha,Dani Lischinski
Alex Rav-Acha,Shmuel Peleg
Alex Rav-Acha,Yael Pritch
Alex Rogers,Esther David
Alex Rogers,Jeremy Schiff
Alex Rogers,Nicholas R. Jennings
Alex Rogers,Sarit Kraus
Alex S. Fukunaga,Richard E. Korf
Alexander A. Sherstov,Peter Stone
Alexander Apartsin,Ronen Basri
Alexander Bilke,Christoph Böhm 0001
Alexander Bilke,Felix Naumann
Alexander Bilke,Jens Bleiholder
Alexander Bilke,Karsten Draba
Alexander Bilke,Melanie Weis
Alexander Borgida,Andrei Tamilin
Alexander C. Berg,Tamara L. Berg
Alexander Felfernig,Alfred Kiener
Alexander Gutkin,David E. Gay
Alexander Hinneburg,Panayiotis Tsaparas
Alexander Hinneburg,Spiros Papadimitriou
Alexander Ilin,Harri Valpola
Alexander J. Smola,Stéphane Canu
Alexander Kipp,Peter Krauthausen
Alexander Klippel,Daniel R. Montello
Alexander Klippel,John A. Bateman
Alexander Klippel,Paul U. Lee
Alexander Klippel,Sara Irina Fabrikant
Alexander Kramnik,Warren Shen
Alexander L. Strehl,Michael L. Littman
Alexander P. Topchy,Anil K. Jain 0001
Alexander R. Statnikov,Constantin F. Aliferis
Alexander R. Statnikov,Ioannis Tsamardinos
Alexander Tuzhilin,Ada Wai-Chee Fu
Alexandra M. Coddington,Derek Long
Alexandra M. Coddington,Ivan Serina
Alexandra M. Coddington,Jonathan Gough
Alexandra M. Coddington,Maria Fox
Alexandre Ledoux,Glenn S. Wasson
Alexandre Termier,Hiroshi Motoda
Alexandre Termier,Michèle Sebag
Alexandre Termier,Takashi Washio
Alexandre Vautier,Rene Quiniou
Alexandre X. Falcão,Edward A. Fox
Alexandre X. Falcão,Marcos André Gonçalves
Alexandros Kalousis,Elton Rexhepaj
Alexandros Kalousis,Julien Prados
Alexandros Kalousis,Melanie Hilario
Alexandros Ntoulas,Gerald Chao
Alexandros Ntoulas,Luis Gravano
Alexandru Berlea,Helmut Seidl
Alexandru Berlea,Thomas Perst
Alexandru Coman,Jörg Sander 0001
Alexandru Coman,Mario A. Nascimento
Alexandru Niculescu-Mizil,Rich Caruana
Alexei Tsaregorodtsev,David West
Alexei Tsaregorodtsev,Gérard G. Medioni
Alexey Pryakhin,Matthias Schubert
Alexey Roytman,Aya Soffer
Alexey Tsymbal,Mykola Pechenizkiy
Alexis Joly,Carl Frélicot
Alexis Joly,Olivier Buisson
Alfons Kemper,Angelika Reiser
Alfonso Gerevini,Alessandro Saetti
Alfonso Gerevini,Ivan Serina
Alfonso Gerevini,Paolo Toninelli
Alfred A. Jacobs,Jacek M. Zurada
Alfred A. Jacobs,Michael E. Brier
Ali Erol,George Bebis
Ali Erol,Mircea Nicolescu
Ali Erol,Richard D. Boyle
Ali Erol,Xander Twombly
Ali Ghodsi 0001,Dale Schuurmans
Ali Ghodsi 0001,Dana F. Wilkinson
Ali Hamzeh,Adel Rahmani
Ali Inan,Mehmet Keskinöz
Ali Inan,Yücel Saygin
Ali Pinar,Hakan Ferhatosmanoglu
Ali Pinar,Tao Tao
Ali Rahimi,Ben Recht
Ali Rahimi,Trevor Darrell
Ali Shokoufandeh,Lars Bretzner
Ali Shokoufandeh,Sven J. Dickinson
Ali Taylan Cemgil,Ben J. A. Kröse
Ali Taylan Cemgil,Wojciech Zajdel
Alicia P. Wolfe,Andrew G. Barto
Alin Deutsch,Monica Marcus
Alin Deutsch,Victor Vianu
Alin Deutsch,Yannis Katsis
Alin Deutsch,Yannis Papakonstantinou
Alin Dobra,Subramanian Arumugam 0002
Alina Beygelzimer,Bianca Zadrozny
Alina Beygelzimer,Emre Erdogan
Alina Beygelzimer,Irina Rish
Alina Beygelzimer,John Langford 0001
Alina Beygelzimer,Sheng Ma
Alina Beygelzimer,Thomas P. Hayes
Alina Beygelzimer,Varsha Dani
Alistair Moffat,Justin Zobel
Alkis Simitsis,Panos Vassiliadis
Allen R. Hanson,Candace L. Sidner
Allen R. Hanson,Erik G. Learned-Miller
Allen R. Hanson,Julie Abramson
Allen R. Hanson,Marwan A. Mattar
Allen R. Hanson,Mary Olson
Allen R. Hanson,Phebe Sessions
Allen R. Hanson,Richard S. Weiss
Allen R. Hanson,Roderic A. Grupen
Allen R. Tannenbaum,Anthony J. Yezzi
Allen Y. Yang,Andrew Wagner
Allen Y. Yang,Shankar R. Rao
Allen Y. Yang,Yi Ma 0001
Alok Gupta,Paul R. Schrater
Alon Altman,Moshe Tennenholtz
Alon Y. Halevy,Arnon Rosenthal
Alon Y. Halevy,Denise Draper
Alon Y. Halevy,Dina Bitton
Alon Y. Halevy,Erhard Rahm
Alon Y. Halevy,Jeff Pollock
Alon Y. Halevy,Jing Michelle Liu
Alon Y. Halevy,Michael J. Carey 0001
Alon Y. Halevy,Naveen Ashish
Alona Fyshe,Brandon Pearcy
Alona Fyshe,Luca Pireddu
Alper Yilmaz,Mubarak Shah
Alun D. Preece,Timothy J. Norman
Alvaro A. A. Fernandes,Keith T. Mason
Alvaro A. A. Fernandes,Norman W. Paton
Alvaro A. A. Fernandes,Seung-Hyun Jeong
Aly A. Farag,Georgy L. Gimel'farb
Aman Naimat,Allison Waingold
Aman Naimat,Lei Sheng
Aman Naimat,Sankar Subramanian
Amedeo Cesta,Federico Pecora
Amir Averbuch,Yoel Shkolnisky
Amir Bar-Or,Assaf Schuster
Amir Bar-Or,Daniel Keren
Amir Bar-Or,Ran Wolff
Amir H. Chinaei,Frank Wm. Tompa
Amit J. Shah,Swaroop K. Chalasani
Amit K. Agrawal,Ramesh Raskar
Amit Kumar 0001,Rajeev Rastogi
Amit Manjhi,Christopher Olston
Amit Manjhi,Phillip B. Gibbons
Amit Manjhi,Suman Nath
Amit Manjhi,Vladislav Shkapenyuk
Amnon Shashua,Tamir Hazan
Amos Y. Johnson,Aaron F. Bobick
Amos Y. Johnson,Charles L. Isbell Jr.
Amos Y. Johnson,Graham Coleman
Amos Y. Johnson,Samir Batta
Amrit Pratap,Yaser S. Abu-Mostafa
Amy Greenwald,Bryan Guillemette
Amy Greenwald,Michael Carl Tschantz
Amy Greenwald,Victor Naroditskiy
Amy Loutfi,Alessandro Saffiotti
Amy Loutfi,Silvia Coradeschi
Amy R. Reibman,Jacobus E. van der Merwe
Amélie Marian,David Toman
Amélie Marian,Nick Koudas
Ana Gabriela Maguitman,Alessandro Vespignani
Ana Gabriela Maguitman,Filippo Menczer
Ana Gabriela Maguitman,Heather Roinestad
Anand Manikutty,James W. Warner
Anand Manikutty,Vikas Arora
Anastasios Kementsietsidis,John Mylopoulos
Anastasios Kementsietsidis,Renée J. Miller
Anastasios Tombros,Mounia Lalmas
Anastasios Tombros,Nicolas Usunier
Anastasios Tombros,Patrick Gallinari
Anastasios Tombros,Zeeshan Ali
Anastassia Ailamaki,Mor Harchol-Balter
Anastassia Ailamaki,Phillip B. Gibbons
Anastassia Ailamaki,Todd C. Mowry
Anastassia Ailamaki,Yoshinori Hara
Anat Eyal,Simon Kamenkovich
Anat Eyal,Tova Milo
Anatoly Litvinov,Yoav Y. Schechner
Ander de Keijzer,Wouter Alink
Anders Berglund,Magnus Danielsson
Anders Berglund,Pierre Nugues
Anders Jonsson,Andrew G. Barto
Andre Nelson,Victoria Steck
Andrea Acciarri,Diego Calvanese
Andrea Acciarri,Domenico Lembo
Andrea Acciarri,Giuseppe De Giacomo
Andrea Acciarri,Mattia Palmieri
Andrea Acciarri,Maurizio Lenzerini
Andrea Acciarri,Riccardo Rosati
Andrea Esuli,Fabrizio Sebastiani 0001
Andrea Orlandini,Valentina Poggioni
Andrea Passerini,Paolo Frasconi
Andrea Sboner,Mario Cristofolini
Andrea Sboner,Paolo Carli
Andrea Sboner,Riccardo Bellazzi
Andrea Torsello,Marcello Pelillo
Andrea Torsello,Massimiliano Pavan
Andreas Gerber,Marcus Schmidt
Andreas Herzig,Ivan José Varzinczak
Andreas Heuer 0001,Christian S. Jensen
Andreas Heuer 0001,Holger Meyer 0001
Andreas Heuer 0001,Jennifer Widom
Andreas Heuer 0001,Richard T. Snodgrass
Andreas Heuer 0001,Zachary G. Ives
Andreas Heß,Nicholas Kushmerick
Andreas Krause 0001,Ajit Paul Singh
Andreas Krause 0001,Carlos Guestrin
Andreas Rauber,Michael Dittenbach
Andrei Arion,Ioana Manolescu
Andrei Arion,Ravi Vijay
Andrei Arion,Véronique Benzaken
Andrei Z. Broder,Carole A. Goble
Andrei Z. Broder,David Carmel
Andrei Z. Broder,Dieter Fensel
Andrei Z. Broder,Jan O. Pedersen 0001
Andrei Z. Broder,Krishna Bharat
Andrei Z. Broder,Marc Najork
Andrei Z. Broder,Steve Papa
Andrei Z. Broder,Susan T. Dumais
Andrei Z. Broder,Yoshinobu Tonomura
Andrew B. Nobel,Jan F. Prins
Andrew Blake 0001,Carsten Rother
Andrew Blake 0001,Geoffrey Cross
Andrew Burnheimer,Andrew Mroczkowski
Andrew Burnheimer,Brian Pyles
Andrew Burnheimer,Christopher Dugan
Andrew Burnheimer,Dan Venutolo
Andrew Burnheimer,David J. Dorsey
Andrew Burnheimer,Evan Sultanik
Andrew Burnheimer,Iris Howley
Andrew Burnheimer,James Thiel
Andrew Burnheimer,Joseph Kopena
Andrew Burnheimer,Kris Malfettone
Andrew Burnheimer,Kyle Usbeck
Andrew Burnheimer,Marc Winners
Andrew Burnheimer,Maxim Peysakhov
Andrew Burnheimer,Moshe Kam
Andrew Burnheimer,Robert N. Lass
Andrew Burnheimer,Vincent A. Cicirello
Andrew Burnheimer,William C. Regli
Andrew Chanler,Brenden Keyes
Andrew Chanler,Dan Hestand
Andrew Chanler,Philip Thoren
Andrew E. Johnson 0002,Larry H. Matthies
Andrew Garland,Markus Chimani
Andrew Garland,Shane Booth
Andrew Gilpin,Tuomas Sandholm
Andrew Gilpin,Vincent Conitzer
Andrew H. Fagg,John Sweeney
Andrew H. Fagg,Robert Platt Jr.
Andrew H. Fagg,Roderic A. Grupen
Andrew Hazen Schlaikjer,Eric Nyberg
Andrew Hazen Schlaikjer,WeiChang Hong
Andrew J. Connolly,Robert Jedicke
Andrew McCallum,Andrés Corrada-Emmanuel
Andrew Mroczkowski,Brian Pyles
Andrew Mroczkowski,Dan Venutolo
Andrew Mroczkowski,Evan Sultanik
Andrew Mroczkowski,James Thiel
Andrew Mroczkowski,Kyle Usbeck
Andrew Mroczkowski,Marc Winners
Andrew Mroczkowski,Maxim Peysakhov
Andrew Mroczkowski,Moshe Kam
Andrew Mroczkowski,William C. Regli
Andrew Olney,Derek Hammons
Andrew Olney,Eric Mathews
Andrew Olney,Harry E. Stephanou
Andrew Olney,Marge Zielke
Andrew Olney,Raul Fernandez
Andrew Olney,Steve Prilliman
Andrew S. Fast,Brian Neil Levine
Andrew S. Fast,David D. Jensen
Andrew W. Hogue,David R. Karger
Andrew W. Moore 0001,Andrew J. Connolly
Andrew W. Moore 0001,Kenny Daniel
Andrew W. Moore 0001,Robert Jedicke
Andrew Wagner,Yi Ma 0001
Andrew Wilhelm,Gerald J. Witt
Andrew Wilhelm,Harry Zhang
Andrew Wilhelm,Phillip Malawey
Andrew Witkowski,Allison Waingold
Andrew Witkowski,Aman Naimat
Andrew Witkowski,Lei Sheng
Andrew Witkowski,Sankar Subramanian
Andrew Witkowski,Tolga Bozkaya
Andrew Y. Ng,Christopher D. Manning
András A. Benczúr,Károly Csalogány
András A. Benczúr,Tamás Sarlós
Andy Borman,Paul Tarau
Andy Borman,Rada Mihalcea
Andy M. Yip,Chris H. Q. Ding
Andy M. Yip,Tony F. Chan
Anelia Angelova,Pietro Perona
Anelia Angelova,Yaser S. Abu-Mostafa
Angel Janevski,Julia Stoyanovich
Angela Bonifati,Elaine Qing Chang
Angela Bonifati,Rachel Pottinger
Angela Bonifati,Terence Ho
Angela Maduko,Amit P. Sheth
Angelo C. Restificar,John Miyamoto
Angelo C. Restificar,Peter Haddawy
Ani Nenkova,Julia Hirschberg
Anil Edakkunni,Linus Liang
Anil K. Jain 0001,Joachim M. Buhmann
Anja Theobald,Gerhard Weikum
Anjali Jhingran,Alex Rasin
Anjali Jhingran,Olga Papaemmanouil
Anjali Jhingran,Stanley B. Zdonik
Anjali Jhingran,Ying Xing
Ankit Garg,Michael R. Genesereth
Ann Hammonds,Gerald M. Rubin
Ann Hammonds,Shankar Sastry
Anna Goldenberg,Andrew W. Moore
Anna Goy,Claudia Picardi
Anna Goy,Daniele Theseider Dupré
Anna Goy,Giovanna Petrone
Anna Goy,Marino Segnan
Anna L. Buczak,Benjamin Grooters
Anna L. Buczak,Eren Manavoglu
Anna L. Buczak,Paul Kogut
Anna M. Manning,David J. Haglin
Anna Maddalena,Maurizio Mazza
Anne Laurent,Dominique Laurent
Anne Laurent,Maguelonne Teisseire
Anthony Chiu Wa Lo,Ken Barker 0001
Anthony Chiu Wa Lo,Reda Alhajj
Anthony D. Nguyen,Pradeep Dubey
Anthony J. Bagnall,Stefano Lonardi
Anthony J. Yezzi,Stefano Soatto
Anthony Jameson,Barbara Großmann-Hutter
Anthony Jameson,Christian A. Müller
Anthony Jameson,Frank Wittig
Anthony Jameson,Ralf Rummer
Anthony K. H. Tung,Jiong Yang
Anthony K. H. Tung,Nan Wang
Anthony K. H. Tung,Xin Xu
Anthony Rowe,Charles R. Rosenberg
Antoine Bordes,Léon Bottou
Antoine Brusseau,Douglas B. Lenat
Antoine Brusseau,Robert C. Kahlert
Antoine Cornuéjols,Michèle Sebag
Anton Likhodedov,Tuomas Sandholm
Anton N. Dragunov,Jonathan L. Herlocker
Anton N. Dragunov,Kevin Johnsrude
Anton N. Dragunov,Lida Li
Anton N. Dragunov,Thomas G. Dietterich
Anton Riabov,Zhen Liu 0001
Antonella Guzzo,Domenico Saccà
Antonella Guzzo,Giuseppe Manco 0001
Antoni B. Chan,Nuno Vasconcelos
Antonio Badia,Mehmed M. Kantardzic
Antonio Criminisi,Andrew Blake 0001
Antonio Criminisi,Carsten Rother
Antonio Criminisi,Geoffrey Cross
Antonio Fariña,Gonzalo Navarro
Antonio Fariña,José R. Paramá
Antonio Gulli,Alessio Signorini
Antonio Gulli,Francesco Romani
Antonis A. Argyros,Manolis I. A. Lourakis
Antonis C. Kakas,Stephen Muggleton
Antti Ukkonen,Heikki Mannila
Antti Ukkonen,Mikael Fortelius
Anupam Joshi,Yelena Yesha
Anupam Joshi,Yun Peng
Anupam Mediratta,Sumit Mittal
Anupama Jagannathan,Eric L. Miller 0001
Aparna S. Varde,Carolina Ruiz
Aparna S. Varde,Elke A. Rundensteiner
Aparna S. Varde,Mohammed Maniruzzaman
Aparna S. Varde,Richard D. Sisson Jr.
Apostolos Apostolidis,Nikolaos Athanasis
Aram Galstyan,Paul R. Cohen
Arantza Aldea,Laureano Jiménez
Arantza Aldea,René Bañares-Alcántara
Arcangelo Merla,Ioannis T. Pavlidis
Ari K. Jónsson,Paul H. Morris
Ari Lazier,Gregory N. Hullender
Ari Lazier,Matt Deeds
Ari Lazier,Nicole Hamilton
Ariel Felner,Jonathan Schaeffer
Ariel Felner,Robert C. Holte
Ariel Felner,Uzi Zahavi
Ariel Fuxman,Diego Fuxman
Ariel Fuxman,Elham Fazli
Ariel Fuxman,Renée J. Miller
Ariel Fuxman,Wang Chiew Tan
Aris Anagnostopoulos,Andrei Z. Broder
Aris Anagnostopoulos,David Carmel
Aristides Gionis,Alexander Hinneburg
Aristides Gionis,Christos Faloutsos
Aristides Gionis,Heikki Mannila
Aristides Gionis,Panayiotis Tsaparas
Aristides Gionis,Risto A. Väisänen
Aristides Gionis,Spiros Papadimitriou
Aristides Gionis,Taneli Mielikäinen
Arjen P. de Vries,Thomas Rölleke
Arkady Epshteyn,Gerald DeJong
Arnaud Lallouet,Andrei Legtchenko
Arnaud Ponchon,Clément Raïevsky
Arnaud Ponchon,Michel Lauria
Arnaud Ponchon,Patrice Masson
Arnaud Ponchon,Serge Caron
Arnaud Ponchon,Tamie Salter
Arnaud Sahuguet,Bogdan Alexe
Arnaud Soulet,Bruno Crémilleux
Arno J. Knobbe,Eric K. Y. Ho
Arno Siebes,Muhammad Subianto
Arnon Amir,Prasad Deshpande
Arnon Amir,Vladimir Zbarsky
Aron Culotta,Andrew McCallum
Artem Chebotko,Farshad Fotouhi
Artem Chebotko,Mustafa Atay
Arthur Limère,Koen Vanhoof
Arthur Molin,Carroll Thronesbery
Arun Kumar 0002,Anupam Mediratta
Arun Kumar 0002,Ashish Kundu
Arun Kumar 0002,Sumit Mittal
Asaad Hakeem,Mubarak Shah
Ashish Kundu,Anupam Mediratta
Ashish Kundu,Sumit Mittal
Ashok K. Goel 0001,Nancy J. Nersessian
Ashutosh Saxena,Andrew Y. Ng
Asla Medeiros Sá,Paulo Cezar Pinto Carvalho
Asmir Tobudic,Gerhard Widmer
Assaf Schuster,Daniel Keren
Ata Kabán,Louisa Nolan
Atsushi Fujii,Tetsuya Ishikawa
Atsushi Iwasaki,Shigeo Matsubara
Attila Barta,Alberto O. Mendelzon
Attila Barta,Mariano P. Consens
Attilio Giordana,Lorenza Saitta
Attilio Giordana,Marco Botta
Atul Kanaujia,Dimitris N. Metaxas
Aude Oliva,Antonio Torralba 0001
Audrey Duquette,Arnaud Ponchon
Audrey Duquette,Clément Raïevsky
Audrey Duquette,Michel Lauria
Audrey Duquette,Patrice Masson
Audrey Duquette,Pierre Moisan
Audrey Duquette,Serge Caron
Audrey Duquette,Tamie Salter
Austin Parker,Dana S. Nau
Avi Pfeffer,Richard Dearden
Avi Rosenfeld,Gal A. Kaminka
Avi Rosenfeld,Sarit Kraus
Avigdor Gal,Qiang Ye 0007
Axel Polleres,Dieter Fensel
Axel Rottmann,Cyrill Stachniss
Axel Rottmann,Wolfram Burgard
Axel Rottmann,Óscar Martínez Mozos
Aykut Erdem,Sibel Tari
Ayman El-Baz,Aly A. Farag
Ayman El-Baz,Georgy L. Gimel'farb
Ayman Farahat,Philippe Golle
Ayman Sawas,Brian Fink
Ayman Sawas,Juan Carlos Liberato
Ayman Sawas,Manish Muttreja
Ayman Sawas,Murtaza M. Karim
Ayman Sawas,Nader Alrawahi
Aysu Betin-Can,Tevfik Bultan
Aysu Betin-Can,Xiang Fu
Ayça Azgin Hintoglu,Ali Inan
Ayça Azgin Hintoglu,Mehmet Keskinöz
Ayça Azgin Hintoglu,Yücel Saygin
Azzurra Ragone,Simona Colucci
Babak Esfandiari,Richard Nock
Barbara Carminati,Elena Ferrari
Barbara Carminati,Elisa Bertino
Barbara Catania,Anna Maddalena
Barbara Catania,Maurizio Mazza
Barbara Catania,Wen Qiang Wang
Barbara Großmann-Hutter,Christian A. Müller
Barbara Großmann-Hutter,Frank Wittig
Barbara Großmann-Hutter,Ralf Rummer
Barbara Hidalgo-Sotelo,Antonio Torralba 0001
Barbara Hidalgo-Sotelo,Aude Oliva
Barbara M. Smith,Paula Sturdy
Barbara Tversky,Julie Heiser
Barbara Tversky,Paul U. Lee
Barbara Tversky,Sandra C. Lozano
Barnabás Póczos,András Lörincz
Barnabás Póczos,Bálint Takács
Barry O'Callaghan,Eugene C. Freuder
Barry O'Sullivan,Barry O'Callaghan
Barry O'Sullivan,Eugene C. Freuder
Barry O'Sullivan,Toby Walsh
Barry Smyth,Alan F. Smeaton
Barry Smyth,Cathal Gurrin
Barry Smyth,Evelyn Balfe
Barry Smyth,James Reilly 0001
Barry Smyth,Jill Freyne
Barry Smyth,Keith Bradley
Barry Smyth,Maurice Coyle
Barry Smyth,Oisín Boydell
Barry Smyth,Peter Briggs
Bart Goethals,Eveline Hoekx
Bart Goethals,Hannu Toivonen
Bart Goethals,Jan Van den Bussche
Bart Goethals,Juho Muhonen
Bart Peintner,Martha E. Pollack
Bartosz Nowicki,Witold Staniszkis
Bassem Sayrafi,Dirk Van Gucht
Bastian Leibe,Bernt Schiele
Bastian Leibe,Edgar Seemann
Bastien Pesenti,Alexei Tsaregorodtsev
Bastien Pesenti,David West
Bastien Pesenti,Gérard G. Medioni
Bavani Arunasalam,Pei Sun
Bavani Arunasalam,Sanjay Chawla
Beau Crawford,Kai J. Miller
Beau Crawford,Pradeep Shenoy
Beau Crawford,Rajesh P. N. Rao
Beda Christoph Hammerschmidt,Martin Kempa
Beda Christoph Hammerschmidt,Volker Linnemann
Behzad Shahraray,Noboru Babaguchi
Behzad Shahraray,Wei-Ying Ma
Ben Carterette,James Allan
Ben Carterette,Joshua Lewis
Ben Hachey,Claire Grover
Ben He,Craig Macdonald
Ben He,Douglas Johnson
Ben Kao,Alan Kwan
Ben Kao,David Wai-Lok Cheung
Ben Kao,Kevin Y. Yip
Ben Kao,Michael K. Ng
Ben Kao,Sunil Prabhakar
Ben Kao,Yi-Cheng Tu
Ben Recht,Trevor Darrell
Ben Tribelhorn,Zachary Dodds
Benedikt Fries,Katia P. Sycara
Benjamin C. M. Fung,Ke Wang 0001
Benjamin C. M. Fung,Philip S. Yu
Benjamin Grooters,Eren Manavoglu
Benjamin Grooters,Paul Kogut
Benjamin Markines,Ana Gabriela Maguitman
Benjamin Markines,Filippo Menczer
Benjamin Taskar,Andrew Y. Ng
Benjamin Taskar,Carlos Guestrin
Benjamin Taskar,Daphne Koller
Benjamin Taskar,Vassil Chatalbashev
Bennett Wilburn,Marc Levoy
Bennett Wilburn,Mark Horowitz
Benny Kimelfeld,Yehoshua Sagiv
Bent Guldbjerg Christensen,Christian Dindler
Bent Guldbjerg Christensen,Kaj Grønbæk
Bernadette Hyland,James A. Hendler
Bernadette Martínez Hernández,Ian Miguel
Bernard Rosell,David Page
Bernard Rosell,Lisa Hellerstein
Bernd Bohnet,Robert Dale
Bernhard Krüpl,Marcus Herzog
Bernhard Krüpl,Wolfgang Gatterbauer
Bernhard Schölkopf,Florian Steinke
Bernhard Schölkopf,Gökhan H. Bakir
Bernhard Schölkopf,Volker Blanz
Bernhard Stegmaier,Alfons Kemper
Bernhard Stegmaier,Angelika Reiser
Berry Schoenmakers,Jeroen Doumen
Berry Schoenmakers,Willem Jonker
Bert Van der Linden,Brian Vickery
