,gender,varying
Bettina Berendt,F,1
Bhavani Raskutti,F,1
Bianca Zadrozny,F,2
Bill Yuan-chi Chiu,M,1
Bin Chen,M,2
Bin Fang,M,1
Bin Liu 0005,M,1
Bin Wang 0004,M,1
Bing Liu 0001,M,6
Bing Zhao,M,1
Binh Pham 0001,M,2
Binyamin Rosenfeld,M,1
Birger Larsen,M,1
Birgit Hay,F,1
Birgit Zimmermann,F,1
Björn Bringmann,M,1
Bogdan Stanescu,M,2
Bohdana Ratitch,F,1
Boris Wolf,M,1
Brandon C. S. Sanders,M,1
Branko Kavsek,M,1
Brent Heeringa,M,1
Brian Babcock,M,2
Brian F. Cooper,M,1
Brian J. Garner,M,1
Brian Murphy,M,1
Bruce G. Lindsay 0001,M,2
Bruce W. Porter,M,1
Bruno Gusmão Rocha,M,1
Bruno Pôssas,M,2
Bryan Smith,M,1
Byung Suk Lee,M,1
Caetano Traina Jr.,M,1
Calvin Powers,M,1
Carla P. Gomes,F,1
Carles Sierra,M,1
Carlo Blundo,M,1
Carlo Mastroianni,M,1
Carlo Zaniolo,M,1
Carlos A. Hurtado,M,1
Carlos Castillo 0001,M,1
Carlos Guestrin,M,4
Carlos Ordonez 0001,M,1
Carlotta Domeniconi,F,3
Carmel Domshlak,M,1
Carmen Constantinescu,F,1
Carole R. Beal,F,1
Carson Kai-Sang Leung,M,1
Catriel Beeri,M,1
Cecilia Magdalena Procopiuc,F,1
Chandra Kambhamettu,M,1
Chandra Mouli,M,1
Chang-Hung Lee,M,2
Charles D. Cranor,M,1
Charles Elkan,M,2
Charles L. A. Clarke,M,1
Charles Lee Isbell Jr.,M,1
Charles X. Ling,M,1
Charu C. Aggarwal,F,1
Chau Nguyen,M,1
Chauncey Parker,M,1
Chee Yong Chan,M,2
Chen Li 0001,M,2
Cheng-Ru Lin,M,1
ChengXiang Zhai,M,2
Chi Lap Yip,M,2
Chi-Yuen Ng,F,1
Chip Whitmer,M,1
Chris Buckley,M,1
Chris Bystroff,M,1
Chris H. Q. Ding,M,2
Chris Jermaine,M,2
Chris Olston,M,1
Chris Preist,M,1
Chris Stolte,M,1
Christian Borgelt,M,1
Christian Böhm,M,1
Christian Convey,M,1
Christian Mathis,M,1
Christian R. Shelton,M,1
Christian S. Jensen,M,2
Christian Wiesner,M,1
Christina S. Leslie,F,1
Christina Yip Chung,F,3
Christine T. Cheng,F,1
Christine Xing Wang,F,1
Christof Hasse,M,1
Christoph Koch 0001,M,2
Christoph Mangold,M,1
Christopher B. Jones,M,1
Christopher D. Manning,M,1
Christopher Kermorvant,M,1
Christopher McCubbin,M,1
Christopher Meek,M,1
Christopher R. Palmer,M,1
Christopher Stoughton,M,1
Christos Amanatidis,M,1
Christos Berberidis,M,1
Christos Faloutsos,M,5
Chuck Freiwald,M,1
Chun Jin,M,1
Chun Tang,M,1
Chun Zhang,M,2
Chung-Min Chen,M,1
Clara Pizzuti,F,1
Claude Frasson,M,1
Claudio Bartolini,M,1
Claudio Bettini,M,1
Clemens Bertram,M,1
Clement T. Yu,M,1
Corin R. Anderson,M,2
Cory J. Butz,M,1
Costas Vassilakis,M,1
Craig A. Knoblock,M,3
Craig Boutilier,M,2
Craig J. A. McEwan,M,1
Craig Saunders,M,1
Cristian Bucila,M,1
Cristian Gozzi,M,1
Cristina Boicu,F,3
Curt J. Ellmann,M,2
Cyril Goutte,M,1
Cyrus Shahabi,M,1
Céline Rouveirol,F,1
César Ferri,M,1
Dale Schuurmans,M,6
Damien Brain,M,1
Dan A. Simovici,M,2
Dan Cosley,M,1
Dan Klein,M,2
Dan Olteanu,M,1
Dan Roth,M,2
Daniel A. Keim,M,1
Daniel Abugov,M,1
Daniel Alexander Ford,M,1
Daniel Barbará,M,1
Daniel G. Shapiro,M,1
Daniel Gruhl,M,1
Daniel Heesch,M,1
Daniel J. Abadi,M,1
Daniel Kifer,M,1
Daniel Kudenko,M,1
Daniel L. Silver,M,1
Daniel S. Bernstein,M,1
Daniel S. Weld,M,1
Daniel Wigdor,M,1
Daniela Florescu,F,2
Daniela Petrelli,F,2
Daniele Braga,F,1
Daniele Pasini,F,1
Daniele Peri,F,1
Dao Dinh Kha,F,1
Daphne Koller,F,3
Darnell J. Moore,M,1
David A. Evans 0001,M,1
David A. Grossman,M,1
David A. McAllester,M,1
David Alger,M,1
David Andre,M,2
David Avant,M,1
David B. Lomet,M,2
David B. Skillicorn,M,1
David Baxter,M,1
David Carmel,M,1
David D. Jensen,M,1
David Dagan Feng,M,1
David E. Patterson,M,1
David Eppstein,M,1
David Furcy,M,1
David H. Laidlaw,M,1
David H. Wolpert,M,1
David Heckerman,M,1
David J. DeWitt,M,2
David J. Stracuzzi,M,1
David L. Dowe,M,1
David Levine,M,1
David Littau,M,1
David M. Hart,M,1
David M. Pennock,M,5
David Madigan,M,1
David Maier 0001,M,1
David Maxwell Chickering,M,1
David Modjeska,M,1
David Scheidt,M,1
David Scot Taylor,M,1
David Sun,M,1
David Trastour,M,1
David Vickrey,M,1
David W. Patterson,M,1
David Wai-Lok Cheung,M,3
Demetrios Zeinalipour-Yazti,M,1
Dennis E. Shasha,M,2
Denver Dash,M,1
Deo N. Bhardwaj,M,1
Devina Desai,F,1
Dian Tjondronegoro,F,1
Diane J. Cook,F,1
Diane J. Litman,F,1
Diane Kelly 0001,F,1
Diane Tang,F,1
Diego Calvanese,M,1
Dieter Merkel,M,1
Dieter Merkl,M,1
Dimitrios Georgakopoulos,M,1
Dimitrios Gunopulos,M,6
Dimitris Papadias,M,2
Dimitris Plexousakis,M,1
Dino Pedreschi,M,1
Dirk Bahle,M,1
Djamel A. Zighed,M,1
Dmitri V. Kalashnikov,M,1
Dmitry Davidov,M,1
Doina Precup,F,1
Domenico Rosaci,M,1
Domenico Saccà,M,1
Dominique Laurent,M,1
Donald Baker,M,1
Donald Carney,M,1
Donald Kossmann,M,4
Donald Perlis,M,1
Donato Malerba,M,1
Dorian Suc,M,1
Dorin Marcu,M,2
Doron Cohen,M,1
Douglas Aberdeen,M,1
Douglas W. Oard,M,2
Dragan Gamberger,M,1
Dragomir R. Radev,M,2
Duane Szafron,M,1
Dídac Busquets,M,1
Eamonn J. Keogh,M,4
Ed Hamilton,M,1
Ed Huai-hsin Chi,M,1
Edda Leopold,F,1
Edith Cohen,F,1
Edoardo Ardizzone,M,1
Edward A. Fox,M,1
Edward Omiecinski,M,3
Edwin P. D. Pednault,M,3
Egidio L. Terra,M,1
Ehud Gudes,M,3
Ehud Rivlin,M,1
Eibe Frank,M,1
Eija Airio,F,1
Eike Schallehn,M,1
Eileen Allen,F,1
Eileen Oi-Yan Mak,F,1
Eileen Tien Lin,F,1
Eitan Farchi,M,1
Elena Baralis,F,1
Elias Pampalk,M,1
Elisa Bertino,F,1
Elisabeth Crawford,F,1
Elizabeth D. Liddy,F,1
Elke A. Rundensteiner,F,5
Ella Bingham,F,2
Ellen M. Voorhees,F,1
Emi Ishida,F,1
Emilia Mendes,F,1
Enric Plaza,M,1
Enrico Giunchiglia,M,1
Enrique Frías-Martínez,M,1
Erhard Rahm,M,2
Eric A. Hansen,M,1
Eric Brill,M,1
Eric C. Jensen,M,1
Eric Horvitz,M,3
Eric J. Glover,M,3
Eric Ka Ka Ng,M,1
Eric McCreath,M,1
Eric W. Brown 0001,M,1
Erick Cantú-Paz,M,1
Erik Zeitler,M,1
Ernesto Damiani,M,2
Esam Alwagait,M,1
Eugene Inseok Chong,M,1
Eugene J. Shekita,M,1
Eugenia Ternovska,F,1
Evan Tang Williamson,M,1
Eyal Bin,M,1
Fabien De Marchi,M,1
Fabio Casati,M,1
Fabio Ciravegna,M,1
Fabio Crestani,M,2
Fabrice Muhlenbach,M,2
Fabrizio Angiulli,M,1
Fabrizio Cornelli,M,1
Fabrizio Sebastiani 0001,M,1
Fabrizio Silvestri,M,1
Falk Scholer,M,2
Fang Chu,M,1
Fang Liu 0019,M,1
Federica Mandreoli,F,1
Felipe Saint-Jean,M,1
Felix Cheung,M,1
Felix Naumann,M,2
Feng Liang,M,1
Feng Zhang,M,1
Filippo Furfaro,M,1
Filippo Menczer,M,1
Fletcher Lu,M,1
Florian Beil,M,1
Florian Krebs,M,1
Florian Waas,M,1
Floriana Esposito,F,1
Fosca Giannotti,F,1
Foto N. Afrati,M,1
Francesco Buccafurri,M,1
Francine Chen 0001,F,3
Francis C. Chu,M,1
Franck Thollard,M,1
Frank Chi-Hung Tong,M,1
Frank Chiu,M,1
Frank Ramsak,M,2
Frank Schön,M,1
Frank Sommers,M,1
Frank van Harmelen,M,1
Franky Lam,M,1
Frans Coenen,M,1
François Bry,M,1
Fred Damerau,M,1
Fred Douglis,M,1
Frederick Y. Wu,M,1
Fredric C. Gey,M,1
Friedrich Neubarth,M,1
Funda Ertunc,F,1
Gabriel Pui Cheong Fung,M,2
Gabriella Kazai,F,1
Gal Elidan,M,1
Gang Luo 0001,M,2
Gang Wei,M,1
Gang Xu,M,1
Gao Cong,M,2
Gareth J. F. Jones,M,1
Gary Promhouse,M,1
Gary Valentin,M,1
Gary William Flake,M,2
Gautam Das 0001,M,1
Gautam Pant,M,1
Gediminas Adomavicius,M,1
Geert Wets,M,1
Geoff Hulten,M,1
Geoffrey Holmes 0001,M,1
Geoffrey I. Webb,M,4
Geoffrey Nunberg,M,1
Georg Gottlob,M,2
George Karypis,M,3
George Kollios,M,3
George Lepouras,M,1
George Mayritsakis,M,1
George R. S. Weir,M,1
Georges Gardarin,M,1
Gerald DeJong,M,1
Gerhard Köstler,M,1
Gerhard Paass,M,1
Gerhard Sagerer,M,1
Gerhard Weikum,M,8
Gerhard Widmer,M,1
German Shegalov,M,1
Gert R. G. Lanckriet,M,1
Gheorghe Tecuci,M,3
Gill Bejerano,F,1
Gilles Hubert,M,1
Gina Danielle Venolia,F,1
Giovanna Guerrini,F,1
Giovanni A. Modica,M,1
Giuseppe De Giacomo,M,1
Giuseppe Manco 0001,M,1
Giuseppe Psaila,M,1
Giuseppe Sindoni,M,1
Giuseppe Viviani,M,1
Glen Jeh,M,1
Goce Trajcevski,M,2
Gordon I. McCalla,M,2
Gordon V. Cormack,M,1
Gottfried Vossen,M,1
Graham Cormode,M,1
Graham J. Williams,M,2
Greg Barish,M,1
Greg Hamerly,M,1
Greg Ridgeway,M,1
Greg Seidman,M,1
Gregory Cobena,M,1
Gregory F. Cooper,M,2
Gregory Karvounarakis,M,1
Grzegorz Czajkowski,M,1
Guido Caldarelli,M,1
Guido Governatori,M,1
Gultekin Özsoyoglu,M,1
Gunnar W. Klau,M,1
Gunnar Wegner,M,1
Gunter Saake,M,3
Gurmeet Singh Manku,M,1
Guy Lebanon,M,1
Guy M. Lohman,M,3
Gísli R. Hjaltason,M,1
Günther Gediga,M,1
Hae Don Chon,M,1
Hai Fang,M,1
Hai Leong Chieu,M,1
Hai Lin,M,1
Haim Kaplan,M,1
Hakan Ferhatosmanoglu,M,1
Hakan Hacigümüs,M,2
Hamid Pirahesh,M,3
Hang Cui,M,1
Hannes Pirker,M,1
Hannu Toivonen,M,2
Hans Chalupsky,M,1
Hao Huang,M,1
Harris Papadopoulos,M,2
Harris Wu,M,1
Hasan Davulcu,M,2
Hasan M. Jamil,M,1
Hauke Tschach,M,1
Hector Garcia-Molina,M,1
Hei Chan,M,1
Heidi E. Dixon,F,1
Heikki Keskustalo,M,1
Heikki Mannila,M,3
Heiko Schuldt,M,1
Helge J. Ritter,M,1
Hema Raghavan,F,1
Hendrik Blockeel,M,1
Henk Ernst Blok,M,1
Henrik Boström,M,1
Henrique Paques,M,1
Henry A. Kautz,M,1
Henry F. Korth,M,3
Henry O. Nyongesa,M,1
Herman L. Ferrá,M,1
Hideo Joho,M,1
Hilda Hardy,F,1
Hiroaki Kitano,M,1
Hiroaki Ueda,M,1
Hiroki Arimura,M,3
Hiroki Takakura,M,1
Hiroshi G. Okuno,M,1
Hiroshi Motoda,M,2
Hiroshi Sakamoto,M,1
Hirotaka Ono,M,1
Hirotaka Soma,M,1
Hisashi Kashima,M,1
Holger Meinecke,M,1
Holger Meuss,M,1
Hong Cheng,M,1
Hong Hai Do,M,1
Hong Qi,M,1
Hong Shen 0001,M,1
Hong Yao,M,1
Horst D. Simon,M,2
Howard J. Hamilton,M,1
Hu Cao,M,1
Huan Liu 0001,M,2
Hugh E. Williams,M,3
Hugo Zaragoza,M,1
Ian A. Pushee,M,1
Ian D. Watson,M,1
Ian H. Witten,M,1
Ian Horrocks,M,1
Ian Ruthven,M,2
Igor Tatarinov,M,1
Ihab F. Ilyas,M,2
Iko Pramudiono,M,2
Ilia Nouretdinov,M,1
In-Young Ko,F,1
Inderjit S. Dhillon,M,2
Ingo Schmitt,M,2
Ingolf Geist,M,1
Inna Kolyshkina,F,1
Innes Ritchie,M,1
Ioana Manolescu,F,2
Ioannis P. Vlahavas,M,1
Ioannis Tsochantaridis,M,3
Ion Muslea,M,1
Iosif Lazaridis,M,1
Irfan A. Essa,M,1
Irina Rish,F,1
Irini Fundulaki,F,1
Ishai Menache,M,1
Ismail Hakki Toroslu,M,1
Ismail Sengör Altingövde,M,1
Ivan Bratko,M,1
Ivan Popivanov,M,1
Ivan T. Bowman,M,1
Ivo Düntsch,M,1
Ja-Young Kim,F,1
Jack G. Conrad,M,2
Jacob Kogan,M,1
Jacob Richman,M,1
Jacques Ales Bianchetti,M,1
Jafar Adibi,M,1
Jaime G. Carbonell,M,2
Jameel Syed,M,1
James Allan,M,4
James Bailey 0001,M,2
James C. Tilton,M,1
James Donlon,M,1
James E. Pearce,M,1
James G. Shanahan,M,1
James H. Kaufman,M,1
James L. Carroll,M,1
James Mayfield,M,2
James P. Callan,M,5
James Stevenson,M,1
James Theiler,M,1
James W. Cooper,M,1
Jan Van den Bussche,M,2
Jan vandenBerg,M,1
Jani Mäntyjärvi,M,1
Janice R. Boughton,F,1
Janne Nikkilä,F,1
Janne Sinkkonen,F,1
Janne Skyt,F,1
Jason E. Fritts,M,1
Jason Fama,M,1
Jason Flannick,M,1
Jason Tsong-Li Wang,M,4
Jason Weston,M,1
Javed A. Aslam,M,1
Javier Nicolás Sánchez,M,2
Jawed I. A. Siddiqi,M,3
Jay Ayres,M,1
Jay Budzik,M,1
Jay Sethuraman,M,1
Jean Oh,M,1
Jeff G. Schneider,M,1
Jeffrey C. Mogul,M,1
Jeffrey F. Naughton,M,6
Jeffrey Heer,M,1
Jeffrey Mark Siskind,M,2
Jeffrey Scott Vitter,M,1
Jeffrey Xu Yu,M,3
Jennifer Neville,F,1
Jennifer Widom,F,5
Jens Lechtenbörger,M,1
Jeremy Kubica,M,1
Jeremy Pickens,M,1
Jerry Comello,M,1
Jerry Kiernan,M,1
Jerzy Tyszkiewicz,M,1
Jesse Anton,M,1
Jessica Howe,F,1
Jessica Lin 0001,F,1
Jessica M. Phan,F,1
Jesus A. Gonzalez,M,1
Jesús Vegas,M,2
Jia-Yu Pan,M,1
Jian Pei,M,4
Jian Tang 0001,M,1
Jian Zhang 0003,M,1
Jian-Yun Nie,M,2
Jie Cheng,M,1
Jie Lu 0002,M,1
Jim Gray 0001,M,1
Jimmy Ho-Man Lee,M,1
Jimmy J. Lin,M,1
Jing Liu,M,1
Jing Yang 0001,M,1
Jiong Yang,M,3
Joanne S. Claussen,F,1
Joanne Silverstein,F,1
Jochen Hipp,M,1
Jock D. Mackinlay,M,1
Joe Marks,M,1
Joel L. Wolf,M,1
Joelle Pineau,F,1
Johan Himberg,M,1
Johann Christoph Freytag,M,1
Johannes Gehrke,M,9
John A. Flanagan,M,1
John Collins,M,1
John D. Lafferty,M,2
John Grant,M,1
John Keenleyside,M,1
John Langford 0001,M,2
John Langston,M,1
John Riedl,M,1
John Shawe-Taylor,M,2
John W. Lawson,M,1
John Yen,M,1
John Yiannis,M,1
Jon Doyle,M,1
Jon McAlister,M,1
Jonathan Baxter,M,1
Jonathan D. Becher,M,1
Jonathan R. M. Hosking,M,1
Jonathan Schaeffer,M,1
Jonathan Wilkenfeld,M,1
Joost N. Kok,M,1
Jordan Parker,M,1
Joseph A. Konstan,M,1
Joseph Bockhorst,M,1
Joseph Desmarais,M,1
Joseph Dunn,M,1
Joseph L. Hellerstein,M,2
Joseph M. Hellerstein,M,2
Joseph Wang,M,1
Joseph Y. Halpern,M,1
Joshua Goodman 0001,M,1
Joshua Zhexue Huang,M,1
Josiane Mothe,F,1
José Hernández-Orallo,M,1
José Luis Ambite,M,1
Jouni K. Seppänen,M,1
Juan F. Huete,M,1
Juan M. Fernández-Luna,M,1
Juan Raposo,M,1
Judy Kay,F,1
Juho Rousu,M,1
Jukka Honkela,M,1
Jukka Kuusisto,M,1
Julia Couto 0001,F,1
Juliana Freire,F,2
Juliano Palmieri Lage,M,1
Julie A. Stilson,F,1
Julita Vassileva,F,1
Jun Gao 0003,M,1
Jun Rao,M,1
Jun Sese,M,1
Jun Wang,M,1
Jun Yang 0003,M,1
Jun Zhang 0005,M,1
Jussi Karlgren,M,1
Justin Zhu,M,1
Justin Zobel,M,2
Justo Hidalgo,M,1
János A. Csirik,M,1
Jérôme Siméon,M,3
Jérôme Thoméré,M,1
Jörg A. Walter,M,1
Jörg Kindermann,M,1
Kai Großjohann,M,1
Kai Yu 0001,M,2
Kaidi Zhao,F,1
Kaj Grønbæk,M,1
Kalev Kask,M,2
Kareem Darwish,M,1
Karen Brannon,F,1
Kari Torkkola,F,1
Kari Vasko,F,1
Karin Harbusch,F,1
Karl Aberer,M,1
Karl Tuyls,M,1
Karsten Winkler,M,1
Katerina Perdikuri,F,1
Katharina Morik,F,1
Kathy Panton,F,1
Katja Tham,F,1
Katsumi Takahashi,M,2
Kaushik Chakrabarti,M,1
Kazuhiro Nakadai,M,1
Kazuhisa Makino,M,1
Kazuko Kuriyama,F,1
Kazuya Yamada,M,1
Kazuyoshi Furukawa,M,1
Ke Wang,M,2
Ke Wang 0001,M,2
Keiichiro Hoashi,M,1
Keishi Tajima,M,1
Keisuke Nakamura,M,1
Keith Steury,M,1
Keizo Oyama,M,1
Kelly A. Lyons,F,1
Ken Barker 0001,M,1
Ken Barker 0002,M,1
Keng Lik Teo,M,1
Kenichi Takahashi,M,1
Kenji Abe,M,3
Kenji Tateishi,M,1
Kenji Yamanishi,M,1
Kenneth D. Forbus,M,2
Kevin C. Almeroth,M,1
Kevin Leyton-Brown,M,1
Kevin O'Gorman,M,1
Kevin S. Beyer,M,1
Khaled M. Hammouda,M,1
Khalid Hafeez,M,2
Khalil Amiri,M,1
Ki Chan,M,1
Kian Ming Adam Chai,M,1
Kien A. Hua,M,1
Kim Marriott,F,1
Kjell P. Konis,M,1
Klaudia Hergula,F,1
Klaus Elhardt,M,1
Klaus Julisch,M,1
Klaus Seidel,M,1
Klemens Böhm,M,2
Koby Crammer,M,1
Koen Vanhoof,M,1
Kohei Watanabe,M,1
Koji Eguchi,M,1
Konrad Stocker,M,1
Konstantinos Kalpakis,M,1
Konstantinos Markellos,M,1
Kostas Proedrou,M,2
Kostas Tsioutsiouliklis,M,1
Kris Popat,M,1
Krishnamoorthy Sivakumar,M,1
Krista Lagus,F,1
Kristian J. Hammond,M,1
Kristie Chevrier,F,1
Kristin P. Bennett,F,2
Lachlan Aldred,M,1
Lan Yi,M,2
Larry Brown,M,1
Larry Ground,M,1
Lars Asker,M,1
Lars Schneider,M,1
Laura Bright,F,1
Laura Firoiu,F,1
Laura M. Haas,F,2
Laurence Anthony F. Park,F,1
Laurent Daynès,M,1
Laurent El Ghaoui,M,1
Laurent Tardif,M,1
Laurentiu Cristofor,M,1
Lawrence B. Holder,M,1
Lawrence Jacobs,M,1
Lawrence O. Hall,M,1
Leah S. Larkey,F,1
Lee S. Jensen,M,1
Lei Yu 0001,M,1
Leigh J. Fitzgibbon,F,1
Leila Kalantari,F,1
Leonard D. Shapiro,M,1
Leonardo Tininini,M,1
Leonid Libkin,M,1
Leonid Peshkin,M,1
Leonidas Fegaras,M,1
Les Gasser,M,1
Letizia Tanca,F,1
Lev Finkelstein,M,2
Li Chen 0016,M,1
Li Liao,M,1
Li Zhang 0008,M,1
Liang Huai Yang,M,1
Lin Qiao,F,1
Ling Liu 0001,M,1
Lionel Villard,M,1
Lisa Ballesteros,F,1
Liu Tang,M,1
Liu Wenyin,M,1
Lloyd Allison,M,1
Lourdes Peña Castillo,F,1
Lubor Kollár,M,1
Luc Bouganim,M,1
Luc De Raedt,M,2
Luc Segoufin,M,1
Lucian Popa 0001,M,2
Lucía Ardao,F,1
Luigi Laura,M,1
Luigi Pontieri,M,1
Luigi Tosetto,M,1
Luis Gravano,M,2
Luis M. de Campos,M,1
Luo Si,M,2
Lutz Schlesinger,M,1
Lyle H. Ungar,M,1
Lyndon Drake,M,1
Lynne Vettel,F,1
Mahadevan Subramanian,M,1
Mahesh Datt Yemmanuru,M,1
Mahesh Jagannath,M,1
Mahesh V. Joshi,M,1
Mahesh V. Soundalgekar,M,1
Malcolm J. A. Strens,M,1
Man Saint Yuen,M,1
Manfred Hauswirth,M,1
Manfred Jaeger,M,1
Manish P. Kurhekar,M,1
Manoranjan Dash,M,1
Manuel Álvarez,M,1
Manuela M. Veloso,F,1
Marc Dacier,M,1
Marc H. Scholl,M,1
Marc J. van Kreveld,M,1
Marc Kaltenbach,M,1
Marc Pickett,M,1
Marc Sebban,M,1
Marc Spielmann,M,1
Marcel Barbulescu,M,1
Marcelo Arenas,M,1
Marcin Gajek,M,1
Marco Cadoli,M,1
Marco Gori,M,2
Marco La Cascia,M,1
Marco Maggini,M,1
Marco Mesiti,M,1
Marco Pistore,M,1
Marcos André Gonçalves,M,1
Marcus Fontoura,M,1
Margaret E. Connell,F,1
Maria Halkidi,F,1
Maria L. Gini,F,1
Maria Muslea,F,1
Mariana Ciucu,F,1
Mariano Cilia,M,1
Marie Rochery,F,1
Marimuthu Palaniswami,M,1
Mario A. Nascimento,M,1
Mario Cannataro,M,1
Mario Paolucci,M,1
Marios Hadjieleftheriou,M,1
Mark A. Hall,M,1
Mark A. Musen,M,1
Mark Bernhardt,M,1
Mark Brodie,M,1
Mark Craven,M,1
Mark D. Pendrith,M,1
Mark H. Montague,M,1
Mark J. Embrechts,M,1
Mark Levene,M,1
Mark S. Squillante,M,1
Mark Sanderson,M,4
Markus Hofmann,M,1
Markus Junker 0002,M,1
Markus Keidl,M,2
Markus Wawryniuk,M,1
Marlon Dumas,M,3
Martha A. Larson,F,1
Martin Choquette,M,1
Martin Ester,M,3
Martin Kempa,M,1
Martin Köhler,M,1
Martin L. Kersten,M,4
Martin Strauss 0001,M,1
Martin Svensson,M,1
Martin Theobald,M,1
Martin Zinkevich,M,1
Martín Abadi,M,1
Mary F. Fernández,F,1
Maryann E. Martone,F,1
Marzena Kryszkiewicz,F,1
Masahiro Motoyoshi,M,1
Masakazu Seno,M,1
Masaki Usui,M,1
Masaru Kitsuregawa,M,3
Masato Oguchi,M,1
Masatoshi Yoshikawa,M,1
Masayuki Numao,M,2
Massimo Narizzano,M,1
Matan Ninio,M,1
Matthew Hurst,M,1
Matthew L. Ginsberg,M,1
Matthew McNaughton,M,1
Matthew O. Ward,M,1
Matthew Richardson,M,1
Matthew V. Mahoney 0001,M,1
Matthias Conrad,M,1
Matthias Palmér,M,1
Matthias Schubert,M,1
Matti Kääriäinen,M,1
