,gender,varying
Alexander R. Statnikov,M,1
Alexander T. Ihler,M,1
Alexander Yates,M,1
Alexander von Eye,M,1
Alexandra I. Cristea,F,1
Alexandra Poulovassilis,F,1
Alexandre V. Evfimievski,M,2
Alexandros Kalousis,M,1
Alexandros Labrinidis,M,1
Alexey Zalesny,M,1
Alfons Kemper,M,1
Alfred O. Hero III,M,2
Ali Rahimi,M,1
Ali Saman Tosun,M,1
Ali Shahrokni,M,1
Ali Shokoufandeh,M,1
Alin Deutsch,M,1
Allan D. Jepson,M,1
Allan W. K. Loh,M,1
Allen Quoc-Luan Tran,M,1
Allen R. Tannenbaum,M,1
Alok Kirpal,M,1
Alon Orlitsky,M,1
Alon Y. Halevy,M,5
Alvaro Barreiro,M,1
Alvaro Bolivar,M,2
Alvaro del Val,M,1
Alvin T. S. Chan,M,2
Amaury Habrard,M,1
Amit K. Roy-Chowdhury,M,1
Amit Mandvikar,M,1
Amit Singh,M,1
Amnon Shashua,M,1
Amy Greenwald,F,1
Amy McGovern,F,1
Amélie Marian,F,2
Ana L. N. Fred,F,1
Anand Sivasubramaniam,M,1
Ananda Rangan,M,1
Anastasios Kementsietsidis,M,1
Anastasios Tombros,M,1
Anastassia Ailamaki,F,1
Anaïs Fabre,F,1
Anca Muscholl,F,1
Anders Heyden,M,1
Andrea Calì,F,1
Andrea Fusiello,F,1
Andrea Piras,F,2
Andrea Prati 0001,F,1
Andrea Pugliese 0001,F,1
Andrea Torsello,F,1
Andreas F. Koschan,M,1
Andreas Faatz,M,1
Andreas Herzig,M,1
Andreas Heß,M,1
Andreas Hotho,M,1
Andreas Koeller,M,1
Andreas Lüneburg,M,1
Andreas Paepcke,M,1
Andreas Schaller,M,1
Andrei A. Krokhin,M,1
Andrei Arion,M,1
Andrei Legtchenko,M,1
Andrei Z. Broder,M,2
Andrew Hazen Schlaikjer,M,1
Andrew Isaac,M,1
Andrew J. Marek,M,1
Andrew Lim 0001,M,2
Andrew McCallum,M,2
Andrew Nierman,M,1
Andrew Olney,M,1
Andrew R. Willis,M,1
Andrew Tomkins,M,2
Andrew W. Fitzgibbon,M,1
Andrew W. Moore 0001,M,5
Andrew Wilson,M,1
Andrew Witkowski,M,1
Andrew Zimdars,M,1
Andrew Zisserman,M,3
Andrey Balmin,M,2
András A. Benczúr,M,1
André Bergholz,M,1
Andy MacFarlane,M,1
Angela Bonifati,F,3
Angelo C. Restificar,M,1
Anil K. Jain 0001,M,3
Anitha Kannan,F,1
Ann Christine Catlin,F,1
Ann Nowé,F,1
Annalisa Appice,F,1
Anne H. H. Ngu,F,1
Anne Kao,F,1
Anne N. De Roeck,F,1
Annie Y. S. Lau,F,1
Anny Ng,F,1
Anthony Brockwell,M,1
Anthony Hoogs,M,1
Anthony J. Yezzi,M,2
Anthony K. H. Tung,M,1
Anton Leuski,M,1
Antonella Guzzo,F,1
Antonio Badia,M,1
Antonio Criminisi,M,1
Antonio Garrido Tejero,M,1
Antonio Moreno,M,1
Antonio Robles-Kelly,M,1
Antonio S. Cheng,M,1
Antonio Torralba 0001,M,1
Antonios Deligiannakis,M,1
Antonios Kogias,M,1
Antonis C. Kokossis,M,1
Antti J. Hätinen,M,1
Antti Leino,M,1
Ao Feng,M,1
Apostol Natsev,M,1
Apostolos Kritikopoulos,M,1
April Nowell,F,1
Arantza Aldea,F,1
Ari Pirkola,M,1
Ariel Fuxman,M,1
Arif Tumer,M,1
Aris Anagnostopoulos,M,1
Aris Tsois,M,1
Aristides Gionis,M,1
Arjen P. de Vries,M,1
Armin B. Cremers,M,1
Armin Gruen,M,1
Armin Heinzl,M,1
Arnaldo J. Abrantes,M,1
Arnaud Lallouet,M,1
Arnaud Sahuguet,M,2
Arnout de Mooij,M,1
Arthur C. Graesser,M,1
Arun Iyengar,M,2
Arun Jagatheesan,M,1
Arvind Arasu,M,2
Arvind Hulgeri,M,1
Arvind Rangaswamy,M,1
Arvind Sundararajan,M,1
Ashish Kumar Gupta,M,2
Ashish Sabharwal,M,1
Ashraf Aboulnaga,M,1
Ashutosh Garg,M,2
Assaf Schuster,M,2
Asuman Dogac,F,1
Ata Kabán,M,1
Athanasios K. Tsakalidis,M,1
Athanasios Psaras-Chatzigeorgiou,M,1
Atsushi Fujii,M,1
Atsushi Imiya,M,1
Atsushi Nakazawa,M,1
Augusto Pucci,M,1
Aurora Pons-Porrata,F,1
Aurélien Slodzian,M,1
Austin I. Eliazar,M,1
Avi Pfeffer,M,1
Avigdor Gal,M,2
Avinash Vyas,M,1
Avril Styrman,F,1
Aya Soffer,F,5
Aysel Ozgur,F,1
Baba C. Vemuri,M,1
Barbara Engelhardt,F,1
Barbara J. Grosz,F,1
Barbara Poblete,F,1
Barry Smyth,M,6
Bart Goethals,M,1
Bart Naudts,M,1
Bart Selman,M,4
Bastian Goldlücke,M,1
Bastian Leibe,M,1
Bavani Arunasalam,F,1
Beat Krähenmann,M,1
Beat Signer,M,1
Belle L. Tseng,F,1
Ben Blum,M,1
Ben Tordoff,M,1
Ben Wegbreit,M,1
Ben Wellner,M,1
Ben Westover,M,1
Benjamin B. Kimia,M,2
Benjamin C. M. Fung,M,1
Benjamin N. Grosof,M,2
Benjamin Smith 0001,M,1
Benjamin Taskar,M,1
Benjamin W. Wah,M,1
Benjamín Hernández,M,1
Bent Guldbjerg Christensen,M,1
Bernadette Bouchon-Meunier,F,1
Bernard Manderick,M,2
Bernd Amann,M,2
Bernd Gotsmann,M,1
Bernd Simon,M,2
Bernhard Mitschang,M,1
Bernhard Nebel,M,1
Bernhard Penz,M,1
Bernhard Pfahringer,M,2
Bernhard Seeger,M,2
Bernt Schiele,M,1
Berthold K. P. Horn,M,1
Berthold Reinwald,M,1
Bertram Ludäscher,M,1
Bertrand Neveu,M,1
Bettina Berendt,F,1
Beverly Yang,F,1
Bharat Kumar,M,2
Bhavani Raskutti,F,1
Bianca Zadrozny,F,1
Bijan Parsia,M,3
Bill MacCartney,M,1
Bill Triggs,M,1
Bill Yuan-chi Chiu,M,1
Bin Chen,M,1
Bin Cui 0001,M,1
Bin He 0001,M,1
Bin Yu 0001,M,1
Bing Liu 0001,M,5
Birgit Hay,F,1
Björn Ommer,M,1
Bjørn Aldag,M,1
Bo Feng,M,1
Bo Han,M,1
Bo Ling,M,1
Bob Leivian,M,1
Bob Price,M,1
Bodo Billerbeck,M,1
Bohdana Ratitch,F,1
Boi Faltings,M,2
Boris Chidlovskii,M,1
Boris Katz,M,2
Boris Motik,M,2
Bouchra Abboud,F,1
Boyd Gatlin,M,1
Brad Karp,M,1
Brad Lisien,M,1
Bradford Pielech,M,1
Brady Clark,M,1
Brahim Hnich,M,1
Bram Vanschoenwinkel,M,1
Branislav Micusík,M,1
Brendan J. Frey,M,1
Brennan Sellner,M,1
Brian Babcock,M,4
Brian Curless,M,1
Brian D. Davison 0001,M,1
Brian Gallagher,M,1
Brian Kulis,M,1
Brian Milch,M,1
Brian Murphy,M,1
Brian Rodrigues,M,1
Bruce A. Draper,M,2
Bruce G. Lindsay 0001,M,1
Bruce W. Porter,M,1
Bruno Jedynak,M,1
Bryan Kisiel,M,1
Byron Choi,M,1
Byron Dom,M,1
Bärbel Ripplinger,F,1
Börkur Sigurbjörnsson,M,1
Caleb C. Noble,M,1
Calisto Zuzarte,M,1
Carla P. Gomes,F,2
Carlo Strapparava,M,1
Carlo Tomasi,M,1
Carlo Zaniolo,M,2
Carlos Areces,M,1
Carlos Eisenberg,M,1
Carlos Guestrin,M,1
Carlos José Pereira de Lucena,M,1
Carlos Santos 0001,M,1
Carlotta Domeniconi,F,2
Carmel Domshlak,M,2
Carmen Guerrero,F,1
Carol Kaito,F,1
Carole A. Goble,F,2
Carolina Ruiz,F,1
Carroll Thronesbery,M,1
Carsten Lutz,M,1
Carsten Ullrich,M,1
Cathal Gurrin,M,1
Catherine Tessier,F,1
Chad M. Cumby,M,1
Chandan Mathur,M,1
Chandra Kambhamettu,M,1
Chang Luo,M,1
Chang-Hung Lee,M,1
Chao Liu 0001,M,1
Chao Wang 0050,M,1
Chao Yuan,M,1
Chao-Jun Lu,M,1
Charis Ermopoulos,M,2
Charles Barton,M,1
Charles D. Cranor,M,1
Charles Elkan,M,2
Charles L. A. Clarke,M,2
Charles Pecheur,M,1
Charles W. Anderson,M,1
Charles X. Ling,M,4
Charu C. Aggarwal,F,2
Chavdar Botev,M,1
Chee Wee Chin,M,1
Chee Yong Chan,M,1
Chen Li 0001,M,1
Chen Qun,M,1
Cheng Soon Ong,M,1
ChengXiang Zhai,M,3
Cheong Hee Park,M,1
Cheryl E. Martin,F,1
Chi-Yuen Ng,F,1
Chin Hong Goh,M,1
Ching Y. Suen,M,1
Chip Wood,M,1
Chiu Wo Choi,M,1
Chong Jin Ong,M,1
Chris Clifton,M,1
Chris Gearhart,M,1
Chris H. Q. Ding,M,1
Chris Hillery,M,1
Chris Olston,M,2
Chris Stauffer,M,1
Christel Vrain,F,1
Christian A. Lang,M,1
Christian Bessiere,M,1
Christian Bizer,M,1
Christian Convey,M,1
Christian Fritz 0001,M,1
Christian Hage,M,1
Christian M. Strohmaier,M,1
Christian Morbidoni,M,1
Christian Panse,M,1
Christian R. Shelton,M,1
Christian S. Jensen,M,2
Christiana Christophi,F,1
Christie I. Ezeife,F,1
Christine Clark,F,1
Christine D. Piatko,F,1
Christine T. Cheng,F,1
Christof Bornhövd,M,2
Christoforos Panayiotou,M,1
Christoph F. Eick,M,1
Christoph Hagleitner,M,1
Christoph Koch 0001,M,2
Christoph Ringlstetter,M,1
Christoph Schmitz 0001,M,1
Christoph Schuler,M,1
Christoph Unbehend,M,1
Christoph Wieser,M,1
Christoph von Praun,M,1
Christophe Chefd'Hotel,M,1
Christophe Jermann,M,1
Christophe Rigotti,M,1
Christophe Vignat,M,1
Christopher C. Yang,M,1
Christopher D. Carothers,M,1
Christopher D. Manning,M,4
Christopher Geyer,M,1
Christopher Kohlhoff,M,1
Christopher Potter,M,1
Christopher R. Palmer,M,1
Christopher Ré,M,1
Christopher S. Campbell,M,1
Christopher Stokoe,M,1
Christopher W. Geib,M,1
Christos Faloutsos,M,4
Christos Makris,M,1
Chu Yee Liau,M,1
Chuck Baldwin,M,1
Chun Du,M,1
Chun Tang,M,1
Chun Yuan,M,1
Chun Zeng,M,1
Chun-Xiao Xing,M,1
Chung-Min Chen,M,1
Cindy P. Schriber,F,1
Cindy Xinmin Chen,F,1
Claude Frasson,M,1
Claude Sammut,M,1
Claudia Bauzer Medeiros,F,1
Claudia Canali,F,1
Claudia Pearce,F,1
Claudia Perlich,F,1
Claudio Bettini,M,1
Claudio Gennaro,M,1
Clement T. Yu,M,2
Colin Germond,M,1
Colin Meek,M,1
Colleen Cool,F,1
Cong Li,M,1
Cong Yu 0001,M,2
Constantin F. Aliferis,M,1
Cordelia Schmid,F,2
Corin R. Anderson,M,1
Cornelia Fermüller,F,1
Cornelia Seeberg,F,1
Corsin Decurtins,M,1
Cosmin Cremarenco,M,1
Courtney Wade,F,1
Craig A. Knoblock,M,3
Craig Boutilier,M,2
Craig E. Wills,M,2
Craig Silverstein,M,1
Cristian Bucila,M,1
Cristian Sminchisescu,M,1
Cui Yu,M,1
Curt J. Ellmann,M,2
Cynthia A. Thompson,F,1
Cyrill Stachniss,M,1
Cécile Aberg,F,1
César A. Galindo-Legaria,M,1
César Ferri,M,2
Daisuke Ikeda,M,1
Dale Schuurmans,M,1
Damian Eads,M,1
Damien Ernst,M,1
Damien K. Fisher,M,1
Dan I. Moldovan,M,1
Dan Klein,M,1
Dan Olteanu,M,1
Dan Roth,M,2
Dan Suciu,M,3
Dan Trock,M,1
Dan Ventura,M,1
Dan Wu,M,1
Dana H. Ballard,F,1
Dana S. Nau,F,1
Daniel A. Keim,M,4
Daniel Barbará,M,2
Daniel Boley,M,1
Daniel C. Fain,M,1
Daniel C. Robbins,M,1
Daniel Cassard,M,1
Daniel Cohen-Or,M,1
Daniel DeMenthon,M,1
Daniel F. Huber,M,1
Daniel F. Lieuwen,M,2
Daniel Faith,M,1
Daniel Fredouille,M,1
Daniel Gruhl,M,1
Daniel Hammarin,M,1
Daniel Heesch,M,1
Daniel J. Abadi,M,1
Daniel J. Mandell,M,1
Daniel Jubin,M,1
Daniel Jurafsky,M,1
Daniel Kifer,M,1
Daniel L. Silver,M,1
Daniel Martinec,M,1
Daniel Oberle,M,1
Daniel S. Bernstein,M,1
Daniel S. Weld,M,1
Daniel Scharstein,M,1
Daniel Schwabe,M,1
Daniel Tam,M,1
Daniel Vladusic,M,1
Daniel Wessling,M,1
Daniela Florescu,F,1
Daniela Nicklas,F,1
Daniele Braga,F,1
Daniele Frosali,F,1
Daphna Weinshall,F,1
Daphne Koller,F,4
Dario Massarin,M,1
Darius Burschka,M,1
Darya Chudova,F,1
David A. Cohen,M,1
David A. Evans 0001,M,2
David A. Forsyth,M,2
David A. Grossman,M,4
David A. Hull,M,1
David Allen,M,1
David B. Cooper,M,1
David B. Lewanda,M,1
David B. Lomet,M,1
David Beymer,M,1
David C. Han,M,1
David C. Smith,M,1
David C. Wilson,M,1
David Carmel,M,2
David Casasent,M,1
David Clifford Wilson,M,1
David Cohn,M,1
David D. Jensen,M,5
David DeHaan,M,1
David Demirdjian,M,1
David E. Losada,M,1
David G. Deschenes,M,1
David Gibson,M,1
David Guillamet,M,1
David Guthrie,M,1
David Harel,M,1
David Huynh,M,3
David Isern,M,1
David J. DeWitt,M,4
David J. Harper,M,1
David J. Kriegman,M,2
David Johnson 0004,M,1
David Kauchak,M,1
David Kempe 0001,M,1
David Kortenkamp,M,1
David L. Page,M,1
David Liben-Nowell,M,1
David Littau,M,1
David M. Blei,M,1
David M. Fram,M,1
David M. Pennock,M,2
David Madigan,M,1
David Minnen,M,1
David Neistadt,M,1
David P. Enot,M,1
David P. Williamson,M,1
David Pardoe,M,1
David Pinto,M,1
David R. Karger,M,4
David Riaño 0001,M,1
David Richie,M,1
David S. Bolme,M,1
David S. Edwin,M,1
David S. Munro,M,1
David S. Thompson,M,1
David Scot Taylor,M,1
David T. Liu,M,1
David Thoenen,M,1
David Toman,M,1
David Tschumperlé,M,1
David V. Pynadath,M,1
David W. Cheung,M,3
David William Murray 0001,M,1
David Wingate,M,1
Davide Carboni,M,1
Dean Duncan,M,1
Deborah L. McGuinness,F,1
Debra Schreckenghost,F,1
Deepak Goyal,M,1
Deepak K. Agarwal,M,1
Deepak Kulkarni,M,1
Deepak Verma,M,1
Delfina Malandrino,F,1
Deng Cai 0001,M,1
Deniz Erdogmus,F,1
Dennis DeCoste,M,1
Dennis E. Shasha,M,1
Dennis Fetterly,M,1
Dennis Quan,M,2
Dennis Reidsma,M,1
Derry O'Sullivan,M,1
Deva Ramanan,F,1
Devesh Parekh,M,1
Diane J. Cook,F,2
Diane Kelly 0001,F,1
Dianne Cook,F,1
Didier Dubois,M,1
Diego Calvanese,M,1
Diego Sona,M,1
Dieter Fox,M,1
Dik Lun Lee,M,1
Dimitra Farmakiotou,F,1
Dimitrios Gunopulos,M,3
Dimitris N. Metaxas,M,2
Dimitris Papadias,M,4
Dimitris Plexousakis,M,1
Dimitris Samaras,M,2
Dimosthenis Anagnostopoulos,M,1
Dino Pedreschi,M,1
Dirk Habich,M,1
Dirk Hähnel,M,1
Dirk Schulz 0001,M,1
Dirk Thierens,M,1
Divya Bhadoria,F,1
Djamel A. Zighed,M,1
Dmitri A. Dolgov,M,1
Dmitri V. Kalashnikov,M,2
Dmitriy Fradkin,M,1
Dmitry B. Goldgof,M,1
Dmitry Pavlov,M,2
Dmitry Potapov,M,1
Doina Caragea,F,2
Doina Precup,F,3
Domenico Lembo,M,1
Domenico Saccà,M,1
Dominic Mazzoni,M,1
Dominik Auf der Maur,M,1
Dominik Lübbers,M,1
Don R. Hush,M,1
Donald B. Faatz,M,1
Donald Carney,M,2
Donald E. Brown,M,1
Donald F. Towsley,M,1
Donald Kossmann,M,1
Donald Perlis,M,1
Donato Malerba,M,2
Dong Xin,M,1
Donovan Artz,M,1
Dorian Suc,M,2
Doron Blatt,M,1
Doron Cohen,M,1
Dorothea Wiesmann,F,1
Doug Mewhort,M,1
Douglas A. Newlands,M,1
Douglas H. Fisher,M,2
Douglas R. Hundley,M,1
Douglas Stott Parker Jr.,M,1
Douglas W. Oard,M,3
Dragoljub Pokrajac,M,1
Dragomir R. Radev,M,3
Dries Heytens,M,1
Du Q. Huynh,M,1
Duane Szafron,M,1
Dung N. Lam,M,1
Dwayne Nelson,M,1
Eamonn J. Keogh,M,3
Edith Cohen,F,1
Edmond HaoCun Wu,M,1
Edmund H. Durfee,M,1
Eduardo F. Galvez,M,2
Edward A. Fox,M,1
Edward A. Geiser,M,1
Edward Cutrell,M,1
Edward Harrington,M,1
Edward Hung,M,1
Edward Omiecinski,M,1
Edward R. Vrscay,M,1
Edward Y. Chang,M,3
Edward Yau,M,1
Edwin O. Heierman III,M,1
Edwin R. Hancock,M,3
Eero Hyvönen,M,3
Egidio L. Terra,M,1
Ehud Reiter,M,1
Eibe Frank,M,3
Eike Schallehn,M,1
Eileen Tien Lin,F,1
Einat Amitay,F,2
El Mustapha Mouaddib,F,1
Elaine G. Toms,F,1
Elena Baralis,F,1
Eleni Christopoulou,F,1
Elias Pampalk,M,1
Elio Masciari,M,1
Elizabeth F. Ryder,F,1
Elizabeth Hamel,F,1
Elizabeth Owen Bratt,F,1
Elke A. Rundensteiner,F,4
Ella Bingham,F,1
Elly Winner,F,1
Emanuela De Vita,F,1
Emanuele Menegatti,M,1
Emi Ishida,F,1
Emil Weydert,M,1
Enric Plaza,M,1
Enrico Augurusa,M,1
Enrico Pagello,M,1
Enrico Ros,M,1
Enrique Alfonseca,M,1
Enrique Dunn,M,1
Enver Sangineto,M,1
Eren Manavoglu,M,2
Erhard Rahm,M,1
Eric A. Brewer,M,1
Eric A. Hansen,M,1
Eric C. Jensen,M,2
Eric Lo 0001,M,1
Eric Miller,M,1
Eric Mjolsness,M,1
Eric Normand,M,1
Eric Wiewiora,M,1
Erik B. Sudderth,M,1
Erik Duval,M,2
Erik G. Miller,M,1
Erik Wilde,M,2
Ernesto Di Iorio,M,1
Eszter Windhager,F,1
Etienne Beauchesne,M,1
Eugene Agichtein,M,1
Eugene J. Shekita,M,1
Eugene Nudelman,M,1
Eugene Y. C. Wong,M,1
Eugenio Di Sciascio,M,2
Eva Lorenzo Iglesias,F,1
Eva Onaindia,F,1
Evangelos Eleftheriou,M,1
Evangelos Sakkopoulos,M,1
Evelyn Balfe,F,1
Evren Sirin,M,2
Eyal Amir,M,3
Eyal Even-Dar,M,1
Eyke Hüllermeier,M,1
Eytan Adar,M,1
Fabiana Lorenzi,F,1
Fabien Mathieu,M,1
Fabio Aiolli,M,1
Fabio Ciravegna,M,1
Fabio Crestani,M,4
Fabio Remondino,M,1
Fabio Riccardi,M,1
Fabrice Guillet,M,1
Fabrizio Angiulli,M,1
Fabrizio Sebastiani 0001,M,1
Fabrizio Silvestri,M,1
Fadi A. Aloul,M,1
Falk Scholer,M,1
Fariba Sadri,F,2
Fatiha Sadat,F,1
Fausto Bernardini,M,1
Fay Huang,F,1
Fazli Can,M,1
Fei Chen 0002,M,1
Fei Pan,M,1
Fei Xiao,M,1
Felix Naumann,M,2
Feng Huang 0001,M,1
Feng Jiao,M,1
Feng Pan,M,1
Feng Peng,M,1
Feng Shao,M,1
Feng Tian,M,2
Fidel Cacheda,M,1
Fien De Meulder,F,1
Filip Hendrickx,M,1
Filip Neven,M,1
Filippo Furfaro,M,1
Fiona S. L. Brinkman,F,1
Flavius Frasincar,M,2
Flip Korn,M,1
Florence d'Alché-Buc,F,1
Florian Waas,M,1
Floriana Esposito,F,1
Florin Cutzu,M,1
Florin Dragan 0001,M,1
Forbes Gibb,M,2
Fosca Giannotti,F,1
Foster J. Provost,M,1
Francesca Rossi,F,2
Francesca Toni,F,2
Francesco Bonchi,M,1
Francesco M. Donini,M,2
Francesco Piazza,M,1
Francesco Ricci 0001,M,1
Francesco Scarcello,M,1
Francine Chen 0001,F,1
Francis C. Chu,M,1
Francisco Escolano,M,1
Francisco Ferreira 0003,M,1
Franciska de Jong,F,1
Franck Davoine,M,1
Francky Trichet,M,1
Franco Scarselli,M,2
Frank A. Biocca,M,1
Frank Allan Hansen,M,1
Frank Giordano,M,1
Frank Nielsen,M,1
Frank P. Ferrie,M,1
Frank Pfenning,M,1
Frank Ramsak,M,1
Frank Wehner,M,1
Frank Wolter,M,1
Franky Lam,M,1
Frans Coenen,M,1
Franz Wotawa,M,1
François Blais,M,1
François Bry,M,3
François Brémond,M,1
François Coste,M,1
François Dang Ngoc,M,1
François Fouss,M,1
François Rivest,M,1
François Yvon,M,1
Fred Douglis,M,1
Fred Rothganger,M,1
Frederic Dang Ngoc,M,2
Frederic F. Leymarie,M,1
Frederick Reiss,M,2
Fredrik Kahl,M,1
Fritz Wysotzki,M,1
Frédéric Dehais,M,1
Frédéric Koriche,M,1
Fu Lee Wang,M,1
Gabriela Moise,F,1
Gabriella Kazai,F,1
Gail E. Kaiser,F,1
Gal A. Kaminka,M,1
Galen Andrew,M,1
Ganesh Ramesh,M,1
Gang Hua 0001,M,2
Gang Luo,M,1
Gang Luo 0001,M,1
Gang Qian,M,1
Gang Rong,M,1
Gang Wu 0005,M,1
Gao Cong,M,1
Gareth J. F. Jones,M,1
Garrison W. Cottrell,M,1
Gautam Das 0001,M,1
Gavin Brown 0001,M,1
Gavin Jancke,M,1
Gavino Paddeu,M,1
Ge Yu 0001,M,1
Geert Wets,M,1
Gees C. Stein,F,1
Gene H. Golub,M,1
Geoff A. W. West,M,1
Geoffrey I. Webb,M,2
Geoffrey J. Gordon,M,2
Georg Gottlob,M,2
Georg Lausen,M,1
George A. Mihaila,M,1
George Bebis,M,1
George Karypis,M,2
George Kollios,M,1
George Nagy,M,1
George Philip,M,1
George R. Barnes,M,1
George Samaras,M,3
George Siolas,M,1
Georgios Paliouras,M,1
Georgios Sigletos,M,1
Gerald DeJong,M,1
Gerald Häubl,M,2
Gerald Pfeifer,M,1
Gerd Karl Binnig,M,1
Gerd Stumme,M,1
Gerhard Brewka,M,1
Gerhard Lakemeyer,M,1
Gerhard Weikum,M,1
Gerhard Widmer,M,1
German K. M. Cheung,M,1
Gheorghe Muresan,M,1
Gianfranco Doretto,M,1
Gianluca Moro,M,1
Gianluca Torta,M,1
Gianluigi Greco,M,2
Gianni Costa,M,1
Gianni Morini,M,1
Gilbert Ritschard,M,1
Gilles Richard,M,1
Gilles Trombettoni,M,1
Gilles Venturini,M,1
Gillian Hayes,F,1
Giordano Adami,M,1
Giorgio Maria Di Nunzio,M,1
Giorgio Valentini,M,1
Giovanni Cherubini,M,1
Giovanni Semeraro,M,1
Giovanni Tummarello,M,1
Gita Sukthankar,F,1
Giuseppe De Giacomo,M,1
Giuseppe Ielpa,M,1
Giuseppe Manco 0001,M,1
Glen Jeh,M,1
Glenn Simmons Iwerks,M,1
Gonzalo Navarro,M,2
Graham Cormode,M,1
Graham Kendall,M,1
Greg Barish,M,1
Greg Fu,M,1
Gregory Cobena,M,3
Gregory D. Hager,M,1
Gregory Dorman,M,1
Gregory Dudek,M,1
Gregory F. Cooper,M,1
Gregory Grefenstette,M,1
Gregory M. P. O'Hare,M,2
Gregory Marton,M,1
Gregory Piatetsky-Shapiro,M,1
Gregory R. Ganger,M,1
Gregory Shakhnarovich,M,1
Gretchen Barbatsis,F,1
Grzegorz Cielniak,M,2
Gui-Rong Xue,M,1
Guido M. Cortelazzo,M,1
Guido Moerkotte,M,1
Guillaume Euvrard,M,1
Guillermo Sapiro,M,1
Gustavo Alonso,M,1
Gustavo Carneiro,M,1
Gustavo Olague,M,1
Guy Godin,M,1
Guy M. Lohman,M,1
Gwen Littlewort,F,1
Gérard G. Medioni,M,2
Gösta Grahne,M,1
Hai He,M,1
Hai Tao,M,1
Hai Yu,M,1
Hai Zhuge,M,1
Hajime Nagahara,M,1
Hakan Ferhatosmanoglu,M,2
Hamid Pirahesh,M,2
Hamish Cunningham,M,1
Han Tong Loh,M,1
Hana Chockler,F,1
Hanan Samet,F,2
Hang Li 0001,M,1
Hannah Blau,F,1
Hannes Wettig,M,1
Hanno Scharr,M,1
Hannu Toivonen,M,2
Hao Zhang 0003,M,1
Harald Weinreich,M,1
Harri Lähdesmäki,M,1
Harriet J. Nock,F,1
Harry Chen,M,1
Harry Wechsler,M,1
Harry Zhang,M,1
Hartmut Obendorf,M,1
Heath Hohwald,M,1
Heather Pon-Barry,F,1
Hector Garcia-Molina,M,5
Hee Lin Wang,F,1
Hei Chan,M,1
Heikki Huttunen,M,1
Heikki Keskustalo,M,1
Heikki Mannila,M,5
Heiko Schuldt,M,1
Heiner Stuckenschmidt,M,1
Helder Araújo,M,2
Helen L. Gaylard,F,1
Helen M. Meng,F,1
Helena Ahonen-Myka,F,1
Helge J. Ritter,M,1
Helmut Seidl,M,1
Heloise Lynn,F,1
Hendrik Blockeel,M,1
Heng Tao Shen,M,1
Henning Schulzrinne,M,1
Henri Briand,M,1
Henri Prade,M,2
Henrik Nottelmann,M,3
Henry A. Kautz,M,1
Henry Detmold,M,1
Henry F. Korth,M,1
Henry K. P. Choi,M,1
Henry M. Levy,M,1
Henry O. Nyongesa,M,1
Henry Tirri,M,1
Hermann Hellwagner,M,1
Hervé Brönnimann,M,1
Hervé Martin,M,1
Hideaki Takeda 0001,M,1
Hideki Asoh,M,1
Hideto Fujiwara,M,1
Hideto Yokoi,M,3
Hiroaki Ueda,M,1
Hironori Tomobe,M,1
Hiroshi Ishiguro,M,1
Hiroshi Motoda,M,2
Hiroshi Nagahashi,M,1
Hiroshi Yasuda,M,1
Hiroyuki Kitagawa,M,1
