,gender,varying
Dik Lun Lee,M,1
Dimitrios Gunopulos,M,5
Dimitrios Katsaros 0001,M,1
Dimitrios Retalis,M,1
Dimitris Achlioptas,M,1
Dimitris Margaritis 0001,M,1
Dimitris N. Metaxas,M,2
Dimitris Papadias,M,1
Dionysius P. Huijsmans,M,1
Dirk Ormoneit,M,1
Dirk Schulz 0001,M,1
Dirk Van Gucht,M,1
Dmitry Rusakov,M,1
Doina Caragea,F,1
Doina Precup,F,1
Domenico Ursino,M,1
Don Kimber,M,1
Donald E. Brown,M,1
Donald Kossmann,M,4
DongPing Fang,M,1
Dorian Suc,M,1
Dorin Comaniciu,M,1
Doron Cohen,M,1
Douglas Burdick,M,1
Douglas R. Heisterkamp,M,2
Dragoljub Pokrajac,M,1
Dragomir R. Radev,M,1
Du Q. Huynh,M,1
Du Zhang,M,1
Duane Schwartzwald,M,1
Dulce B. Ponceleon,F,1
Dunja Mladenic,F,1
Eamonn J. Keogh,M,2
Edda Leopold,F,1
Edgar Hotz,M,1
Edmond Boyer,M,1
Eduardo F. Morales 0001,M,2
Edward A. Fox,M,1
Edward H. Adelson,M,1
Edward Hunter,M,1
Edward Omiecinski,M,3
Edward Y. Chang,M,2
Edwin M. Knorr,M,1
Edwin P. D. Pednault,M,2
Edwin R. Hancock,M,2
Efstathios Hadjidemetriou,M,1
Ehud Rivlin,M,1
Eibe Frank,M,2
Eike Schallehn,M,1
Eitan Farchi,M,1
Eitan Sharon,M,1
Ela Hunt,F,1
Elena Ferrari,F,1
Elena Popovici,F,1
Elisa Bertino,F,1
Elizabeth A. M. Shriver,F,1
Elizabeth J. O'Neil,F,1
Elizabeth Krawczynska,F,1
Elke A. Rundensteiner,F,2
Ella Bingham,F,2
Elli Angelopoulou,F,1
Elmer Sandvad,M,1
Emiliano Casalicchio,M,1
Emilio Remolina,M,1
Emmanuel Guere,M,1
Endika Bengoetxea,M,1
Enric Plaza,M,2
Enrico Blanzieri,M,1
Enrico Giunchiglia,M,1
Enrico Motta,M,2
Eran Gabber,M,1
Eran Naftali,M,1
Eran Segal,M,1
Erhard Rahm,M,2
Eric A. Hansen,M,1
Eric Bibelnieks,M,1
Eric Bloedorn,M,1
Eric C. C. Tsang,M,1
Eric Chang,M,1
Eric Cohen-Solal,M,1
Eric Mjolsness,M,1
Eric N. Mortensen,M,1
Eric P. Xing,M,1
Eric Simon,M,1
Eric W. Brown 0001,M,1
Erich Müller,M,1
Erik Wilde,M,2
Ernest V. Garcia,M,1
Ernesto Damiani,M,1
Eugen C. Buehler,M,1
Eugene Agichtein,M,2
Eugene Inseok Chong,M,1
Eugene J. Alexander,M,1
Eugene J. Shekita,M,1
Eva Armengol,F,1
Evgeniy Gabrilovich,M,1
Eyal Amir,M,1
Eytan Ruppin,M,1
Fabien Feschet,M,1
Fabio Aiolli,M,1
Fabio Casati,M,2
Fabio Ciravegna,M,1
Fabricio de B. Voznika,M,1
Fanny Wattez,F,1
Fateh Tipu,M,1
Fatima Al-Garawi,F,1
Fei Xia,M,1
Felipe Cariño,M,1
Felix Cheung,M,1
Feng Zhao 0001,M,1
Fernando C. N. Pereira,M,1
Fernando De la Torre,M,1
Filippo Menczer,M,1
Finn Årup Nielsen,M,1
Fiora Pirri,F,1
Fiorella de Rosis,F,1
Flip Korn,M,3
Florian Krebs,M,1
Florian Waas,M,1
Floriana Esposito,F,1
Floris Geerts,M,1
Fosca Giannotti,F,1
Foster J. Provost,M,2
Foto N. Afrati,M,1
Francesc Esteva,M,1
Francesca Rossi,F,1
Francesco C. Billari,M,1
Francesco Scarcello,M,1
Francine Chen 0001,F,1
Francis Y. L. Chin,M,1
Francisco Pereira,M,1
Franciska de Jong,F,1
Franco Turini,M,1
Frank C. H. Tong,M,1
Frank Cornelissen,M,1
Frank Kargl,M,1
Frank Neven,M,1
Frank P. Ferrie,M,1
Frank Ramsak,M,1
Frank Wittig,M,1
Frank van Harmelen,M,1
Frans Coenen,M,1
Franz Baader,M,1
François Charpillet,M,1
François Chaumette,M,1
François Llirbat,M,2
François Velin,M,1
Françoise Fabret,F,3
Freddy Y. C. Mang,M,1
Frederic Devernay,M,1
Fredric C. Gey,M,1
Fredrik Kahl,M,1
Fredrik Linåker,M,1
Frédéric Benhamou,M,1
Frédéric Jurie,M,1
Frédéric Moal,M,1
Fu Tong,M,1
Fumihiro Kato,M,2
Gabriel M. Kuper,M,1
Gabriella Kazai,F,1
Gadi Wolfman,M,1
Gail Mitchell,F,1
Gal Ashour,M,1
Gang Li 0009,M,1
Gang Lin,M,1
Gareth O. Roberts,M,1
Gary Marsden,M,1
Gary R. Bradski,M,1
Gautam Das 0001,M,2
Gautam Pant,M,1
Gautam Shanbhag,M,1
Gayatri Sathe,F,1
Geoff Hulten,M,2
Geoffrey Holmes 0001,M,1
Geoffrey I. Webb,M,1
Geoffrey Zweig,M,1
Georg Gottlob,M,3
Georg Lausen,M,1
George A. Mihaila,M,2
George Buchanan,M,1
George K. Kokkinakis,M,1
George Karypis,M,4
George Kollios,M,1
George Samaras,M,1
Gerald Pfeifer,M,1
Gerald Schaefer,M,1
Gerald Sommer,M,1
Gerald Tesauro,M,1
Gerardo Hermosillo,M,1
Gerd Stumme,M,1
Gerhard Heyer,M,1
Gerhard Lakemeyer,M,1
Gerhard Paass,M,1
Gerhard Schuster,M,1
Gerhard Weikum,M,1
Gheorghe Tecuci,M,1
Gianfranco Doretto,M,1
Giedrius Slivinskas,M,1
Gill Bejerano,F,1
Gilles Aubert,M,1
Gillian Dobbie,F,1
Giorgio Terracina,M,1
Giovanna Petrone,F,1
Giovanni A. Modica,M,1
Giovanni Pacifici,M,1
Giovanni Semeraro,M,1
Gita Sukthankar,F,1
Giuliana Sabbatini,F,1
Giuseppe Carenini,M,2
Giuseppe De Giacomo,M,1
Giuseppe Manco 0001,M,1
Giuseppe Santucci,M,1
Giuseppe Sindoni,M,1
Gopal Mulagund,M,1
Gordon V. Cormack,M,1
Grace Zhang,F,1
Graham D. Finlayson,M,1
Graham Goulbourne,M,1
Graham J. Williams,M,2
Greg Hamerly,M,1
Greg J. Badros,M,1
Greg Mori,M,1
Gregory Cobena,M,2
Gregory Dudek,M,1
Gregory Piatetsky-Shapiro,M,2
Gregory Shakhnarovich,M,2
Gregory Z. Grudic,M,1
Grzegorz Czajkowski,M,1
Guang Jiang,M,1
Guido Gerig,M,1
Guillaume Dugas-Phocion,M,1
Guillermo Sapiro,M,1
Guillermo Sánchez-Díaz,M,1
Gunter Saake,M,1
Gustavo Alonso,M,1
Gustavo Rossi,M,1
Guy Lebanon,M,1
Guy M. Lohman,M,4
Gísli R. Hjaltason,M,1
Gösta Grahne,M,1
Günter Hetzel,M,1
Hai H. Wang,M,1
Hai Tao,M,1
Hakan Ferhatosmanoglu,M,1
Hamid Pirahesh,M,2
Hang Li,M,1
Hank Hoek,M,1
Hanna Pasula,F,1
Hannu Toivonen,M,2
Hans Tompits,M,1
Hao Huang,M,1
Hao Shang,M,1
Harald Kosch,M,1
Harold W. Thimbleby,M,1
Harpreet S. Sawhney,M,2
Harris Drucker,M,1
Harris Papageorgiou,M,1
Harry Bruce,M,1
Harry Shum,M,1
Harumi A. Kuno,F,1
Hasan M. Jamil,M,2
Hassan Aït-Kaci,M,1
Hector Garcia-Molina,M,2
Heike Hofmann,F,1
Heikki Mannila,M,6
Heiner Stuckenschmidt,M,1
Heinrich Niemann,M,1
Helder Araújo,M,1
Helen Pinto,F,2
Helena Galhardas,F,1
Helene Fowkes,F,1
Helge J. Ritter,M,1
Hendrik Blockeel,M,3
Henk Ernst Blok,M,2
Henk M. Blanken,M,1
Henner Graubitz,M,1
Henri Briand,M,1
Henrik Boström,M,1
Henrik Grosskreutz,M,1
Henrik Jacobsson,M,1
Henrik Malm,M,1
Henrik Nottelmann,M,1
Henrique Paques,M,1
Henry A. Kautz,M,1
Henry Chiu,M,1
Henry Haining Zhang,M,1
Henry Tirri,M,1
Herman L. Ferrá,M,1
Hermann Ney,M,1
Hichem Frigui,M,1
Hideaki Takeda 0001,M,1
Hiroaki Kitano,M,1
Hiroaki Ueda,M,1
Hiroshi G. Okuno,M,1
Hiroshi Kawasaki,M,1
Hiroshi Mizoguchi,M,1
Hiroshi Motoda,M,2
Hiroshi Shimodaira,M,1
Hiroyuki Kitagawa,M,1
Holger H. Hoos,M,1
Holger Wache,M,1
Hong Hua,M,1
Hong Qi,M,1
Hong Shen 0001,M,1
Hong Shen 0003,M,1
Hong Su,M,1
Hong Wang,M,1
HongJiang Zhang,M,7
Horacio Rodríguez,M,1
Horst D. Simon,M,1
Horst W. Haussecker,M,1
Howard J. Hamilton,M,1
Howard L. Tanenbaum,M,1
Hua Liu,M,1
Huan Liu,M,1
Huan Liu 0001,M,1
Hui Wang 0001,M,1
Huma Lodhi,F,1
Hussein Suleman,M,1
Hynek Bakstein,M,1
Héctor Muñoz-Avila,M,3
Iain A. Matthews,M,1
Ian D. Reid 0001,M,1
Ian H. Witten,M,1
Ian Horrocks,M,3
Ian Ruthven,M,1
Ian Soboroff,M,1
Ian Tian Yi Li,M,2
Ido Dagan,M,1
Igor Kononenko 0001,M,1
Igor Tatarinov,M,1
Igor V. Cadez,M,1
Ilaria Bartolini,F,1
Ilia Nouretdinov,M,2
Ilya Blayvas,M,1
Imari Sato,F,1
Ioana Manolescu,F,1
Ioana Stanoi,F,1
Iosif Lazaridis,M,1
Ira Cohen,F,1
Irfan A. Essa,M,1
Irina Rish,F,1
Irwin King,M,1
Irène Grosclaude,F,1
Isabella Poggi,F,1
Isabelle Bloch,F,1
Ismail Haritaoglu,M,1
Ivan Bratko,M,1
Ivan Oprencak,M,1
Ivana Mikic,F,2
Ivo Düntsch,M,1
Jacco van Ossenbruggen,M,1
Jacek Jarmulak,M,1
Jack G. Conrad,M,1
Jacob Eisenstein,M,1
Jacob Goldberger,M,1
Jacques Bride,M,1
Jafar Adibi,M,2
James A. Landay,M,1
James Allan,M,1
James C. French,M,1
James C. Lester,M,1
James E. Hanson,M,1
James F. Lutsko,M,1
James Gips,M,1
James H. Elder,M,1
James H. Kaufman,M,1
James M. Rehg,M,1
James N. K. Liu,M,2
James P. Callan,M,3
James Reich,M,1
James T. Kwok,M,1
James W. Cooper,M,1
Jan Pieper,M,2
Jan Ramon,M,1
Jan Struyf,M,1
Jan Van den Bussche,M,1
Jane Hunter,F,1
Jane You,F,1
Janet L. Wiener,F,1
Jared Jackson,M,1
Jarek Gryz,M,1
Jason A. Lyman,M,1
Jason I. Hong,M,1
Jason Sankey,M,1
Jason Y. Zien,M,1
Javed A. Aslam,M,2
Jean Hou,M,1
Jean Oh,M,1
Jean Ponce,M,2
Jeannette M. de Graaf,F,1
Jeen Broekstra,M,1
Jef Wijsen,M,1
Jeff Bernhardt,M,1
Jeff L. Stimpson,M,1
Jeff Pavel,M,1
Jeff Strickrott,M,1
Jeffrey D. Ullman,M,2
Jeffrey F. Naughton,M,3
Jeffrey Ho,M,1
Jeffrey O. Kephart,M,1
Jeffrey S. Rosenthal,M,1
Jeffrey Scott Vitter,M,1
Jeffrey T. Martin,M,1
Jeffrey Xu Yu,M,1
Jennifer Widom,F,2
Jenny Edwards,F,1
Jens Keuchel,M,1
Jeremy Kubica,M,1
Jeroen J. W. Witteman,M,1
Jerry Kiernan,M,1
Jerry L. Prince,M,2
Ji Zhang,M,1
Jian Pei,M,4
Jian Tang 0001,M,1
Jian Yin 0002,M,1
Jian Zhang,M,1
Jian Zheng,M,1
Jian-Yun Nie,M,3
Jiang Gao,M,1
Jie Yang 0001,M,1
Jie Yang 0002,M,1
Jie Zhou 0001,M,1
Jim Davies,M,1
Jim Gray 0001,M,1
Jin Hyun Son,F,1
Jin Shi,F,1
Jin Song Dong,F,1
Jing Huang 0019,M,1
Jing Liu,M,1
Jing Peng,M,2
Jing Sun 0002,M,1
Jiong Yang,M,3
Joachim M. Buhmann,M,3
Joakim Cöster,M,1
Joan Lasenby,F,1
Joan S. Ash,F,1
Joann Ruvolo,F,1
Joanna Golebiowska,F,1
Joaquim Ferreira da Silva,M,1
Jochen Van den Bercken,M,2
Joe Carthy,M,1
Joe Ng,M,1
Joel D. Martin,M,1
Joel L. Wolf,M,1
Johan Himberg,M,1
Johan Parent,M,1
Johanna D. Moore,F,1
Johanna Tikanmäki,F,1
Johannes Fürnkranz,M,1
Johannes Gehrke,M,3
Johannes Klein,M,1
John A. Keane,M,1
John A. Tomlin,M,2
John C. Shafer,M,1
John Chen,M,1
John D. Garofalakis,M,1
John D. Lafferty,M,3
John Domingue,M,2
John E. Funderburk,M,1
John G. Burgess,M,1
John Golden,M,1
John Griffith,M,1
John K. Slaney,M,1
John Langford 0001,M,1
John M. Prager,M,1
John MacIntyre,M,1
John R. Punin,M,1
John R. Smith,M,1
John R. Spletzer,M,1
John Riedl,M,1
John S. Boreczky,M,1
John Shawe-Taylor,M,3
John Tait,M,1
John V. Carlis,M,1
John Wang,M,1
John Wilkes,M,1
John Y. Lin,M,1
John Yen,M,1
Jonas August,M,1
Jonathan Alon,M,1
Jonathan Baxter,M,1
Jonathan D. Becher,M,1
Jonathan Deutscher,M,1
Jonathan Moody,M,1
Jonathan Munson,M,1
Jonathan Robie,M,1
Jonathan Schaeffer,M,1
Joon Ki Paik,M,1
Joost Geurts,M,1
Joost N. Kok,M,1
Joost van de Weijer 0001,M,1
Jordi Vitrià,M,1
Jordi Vivaldi,M,1
Jorge S. Marques,M,2
Josef Kittler,M,1
Josep Maria Garrell i Guiu,M,1
Joseph A. Konstan,M,2
Joseph Bockhorst,M,1
Joseph L. Hellerstein,M,1
Joseph Lee,M,1
Joseph M. Hellerstein,M,2
Joseph Sill,M,1
Joseph Vanderwaart,M,1
Joshua D. Neuheisel,M,1
Joshua Zhexue Huang,M,2
Josiane Zerubia,F,1
Jost Enderle,M,1
José A. Taboada,M,1
José C. Pinheiro,M,1
José Gabriel Pereira Lopes,M,1
José L. Balcázar,M,1
José Luis Ambite,M,2
José M. F. Moura,M,1
José Ruiz-Shulcloper,M,1
Jouni K. Seppänen,M,1
Joy Liu,F,1
Joyce M. W. Lam,F,1
João L. M. Pereira,M,2
João M. Sanches,M,1
João Mexia,M,1
João Pedro Barreto 0001,M,1
Jude W. Shavlik,M,1
Juho Rousu,M,1
Juliana Freire,F,2
Jun Chen,M,1
Jun Rao,M,1
Jun Yang 0001,M,1
Jussi Myllymaki,M,1
Jérôme Lang,M,1
Jérôme Siméon,M,1
Jörg Dahmen,M,1
Jörg Kindermann,M,1
Jörg Meyer 0005,M,1
Jörg Ontrup,M,1
Jörg Sander 0001,M,2
Jörn Maier,M,1
Jørgen Lindskov Knudsen,M,1
Júlio C. Nievola,M,1
Jürgen Krämer,M,1
Ka Kit Hoi,M,1
Kai Großjohann,M,1
Kai She,M,1
