,gender,varying
Bennet Vance,M,1
Bernhard Braunmüller,M,2
Bernhard Geiger,M,1
Bernhard Pfahringer,M,1
Bernhard Schölkopf,M,2
Bernhard Seeger,M,4
Berthold Reinwald,M,1
Bertram Ludäscher,M,2
Bertrand Thirion,M,1
Bettina Kemme,F,1
Betty Salzberg,F,1
Beverly Park Woolf,F,1
Bharat Kumar,M,1
Bill Sudyka,M,1
Bin Lan,M,1
Bin Zhang 0004,M,1
Bing Liu 0001,M,4
Bing Xu,M,1
Binyamin Rosenfeld,M,1
Bo Xu 0001,M,1
Bo Zhou,M,1
Bogdan Matei,M,1
Boi Faltings,M,1
Boris Chidlovskii,M,1
Bradley S. Peterson,M,1
Brandon Bennett,M,1
Brendan J. Frey,M,1
Brendan Kitts,M,1
Brian Amento,M,1
Brian Blanchard,M,1
Brian F. White,M,1
Brian Mirtich,M,1
Brian P. Gerkey,M,1
Brock Barber,M,1
Bruce A. Draper,M,2
Bruce A. Shapiro,M,1
Bruce Blumberg,M,1
Bruce G. Lindsay 0001,M,3
Bryan Singer,M,1
Bryan W. Scotney,M,1
Caetano Traina Jr.,M,3
Cara Meverden,F,1
Carla E. Brodley,F,1
Carla P. Gomes,F,1
Carlo Tomasi,M,1
Carlos Alonso González,M,1
Carlos Barron,M,1
Carlos Domingo,M,1
Carlos Ordonez 0001,M,1
Carlos Phillips,M,1
Carlos Soares,M,2
Carlotta Domeniconi,F,2
Carole R. Beal,F,1
Cathy H. Wu,F,1
Catriel Beeri,M,1
Cen Li,M,1
Cenk Kaynak,M,1
Chad Carson,M,1
Chandra Kambhamettu,M,2
Charles E. Thorpe,M,1
Charles K. Nicholas,M,1
Charles L. Viles,M,1
Charles Lee Isbell Jr.,M,1
Charles V. Stewart,M,2
Charles W. Anderson,M,1
Charles Wiecha,M,1
Charu C. Aggarwal,F,3
Chen (Cherie) Ding,M,1
Chen Li 0001,M,1
Cheng Yang,M,2
ChengXiang Zhai,M,1
Cheryl E. Martin,F,1
Chi-Hung Chi,M,1
Chi-Yuen Ng,F,1
Ching Kian Wong,M,2
Chitra Dorai,F,2
Chong Leng Goh,M,2
Chris Buckley,M,1
Chris Drummond,M,1
Chris Olston,M,1
Christel Vrain,F,1
Christian Barillot,M,1
Christian Böhm,M,2
Christian Fiegel,M,1
Christian Lebiere,M,1
Christian S. Jensen,M,5
Christian W. Omlin,M,1
Christoph Bregler,M,1
Christoph Quix,M,1
Christophe Bobineau,M,1
Christophe Druet,M,1
Christophe G. Giraud-Carrier,M,2
Christophe Rigotti,M,1
Christophe Vestri,M,1
Christopher A. Welty,M,1
Christopher H. Brooks,M,1
Christopher H. Bryant,M,1
Christopher K. I. Williams,M,1
Christopher L. Johnson,M,1
Christopher Meek,M,3
Christopher R. Palmer,M,1
Christos Faloutsos,M,8
Christos H. Papadimitriou,M,1
Christos Papatheodorou,M,1
Chuck Freiwald,M,1
Chun Hing Cai,M,1
Chung-Min Chen,M,2
Chung-Sheng Li,M,2
Cindy Yoshiko Shirata,F,1
Clark F. Olson,M,1
Claudio Eccher,M,1
Claudio Petrone,M,1
Claus B. Madsen,M,1
Colin Campbell,M,1
Colin de la Higuera,M,1
Constantine D. Spyropoulos,M,3
Constantine Domashnev,M,1
Cordelia Schmid,F,1
Corinna Cortes,F,1
Craig A. Knoblock,M,3
Craig A. Tovey,M,1
Craig Boutilier,M,2
Cristian Levcovici,M,2
Cui Yu,M,1
Curtis E. Dyreson,M,1
Cynthia Roberts,F,1
Cyrus Shahabi,M,3
Cécile Paris,F,1
Céline Robardet,F,1
César A. Galindo-Legaria,M,1
Dale Kraemer,M,1
Damien Ernst,M,1
Dan A. Simovici,M,1
Dan DiPasquo,M,1
Dan Olteanu,M,1
Dan Pelleg,M,1
Dan Roth,M,1
Dan Suciu,M,3
Dana Cristofor,F,1
Dani Goldberg,M,1
Daniel A. Keim,M,2
Daniel Barbará,M,2
Daniel Boley,M,1
Daniel Borrajo,M,1
Daniel C. Zilio,M,1
Daniel D. Morris,M,1
Daniel F. Lieuwen,M,1
Daniel Freedman,M,1
Daniel Marcu,M,2
Daniel Oblinger,M,1
Daniel Olson,M,1
Daniel P. Huttenlocher,M,3
Daniel S. Weld,M,1
Daniela Florescu,F,3
Daniela Pucci de Farias,F,1
Daniela Rus,F,1
Daphna Weinshall,F,1
Daphne Koller,F,4
Dara Koozekanani,F,1
Darya Chudova,F,1
Daryl Pregibon,M,1
David A. Basin,M,1
David A. Evans 0001,M,1
David A. Grossman,M,1
David A. Maluf,M,1
David A. McAllester,M,1
David A. Peterson,M,1
David Anderson 0002,M,1
David Apfelbaum,M,1
David B. Lomet,M,2
David Billington,M,1
David Botzer,M,1
David Buttler,M,1
David C. Han,M,1
David C. Parkes,M,1
David Cohn,M,5
David D. Jensen,M,1
David D. Lewis,M,1
David Freed,M,1
David Furcy,M,1
David Heckerman,M,1
David J. DeWitt,M,1
David J. Fleet,M,2
David J. Harper,M,1
David J. Heeger,M,1
David M. Pennock,M,2
David Maier 0001,M,1
David McG. Squire,M,1
David McGee,M,1
David McKoskey,M,1
David Mumford,M,1
David Nagle,M,1
David P. Kormann,M,1
David Page,M,1
David Poole 0001,M,1
David Pye,M,1
David Ratajczak,M,1
David Sinclair,M,1
David W. Jacobs,M,1
David Wai-Lok Cheung,M,3
Dawn J. Lawrie,F,1
Dawn M. Tice,F,1
Dean F. Hougen,M,1
Deborah L. McGuinness,F,1
Deborah R. Carvalho,F,1
Dee Jay Randall,F,1
Dennis E. Shasha,M,4
Dennis Koelma,M,1
Diane J. Cook,F,2
Diane J. Litman,F,1
Diane Lambert,F,1
Didier Robert,M,1
Diego Calvanese,M,2
Dieter Fox,M,2
Dieter Merkl,M,1
Dieter Pfoser,M,1
Dimitrios Georgakopoulos,M,2
Dimitrios Gunopulos,M,3
Dimitris Achlioptas,M,1
Dimitris N. Metaxas,M,1
Dimitris Plexousakis,M,1
Dimitris Samaras,M,1
Dinesh Keshwani,M,1
Dirk Van den Poel,M,1
Djamel A. Zighed,M,1
Djamila Sam-Haroud,F,1
Dmitry B. Goldgof,M,3
Dmitry Pavlov,M,1
Dmitry Vasilevsky,M,1
Dmitry Zelenko,M,1
Doina Caragea,F,1
Doina Precup,F,1
Domenico Beneventano,M,1
Dominic Létourneau,M,1
Dominique Béréziat,M,1
Dominique Longin,M,1
Dominique M. Hanssens,M,1
Donald Baker,M,2
Donald Kossmann,M,1
Donald R. Slutz,M,2
Donko Donjerkovic,M,1
Dorian Suc,M,1
Dorin Comaniciu,M,2
Dorin Marcu,M,2
Doug Beeferman,M,1
Douglas A. Talbert,M,1
Douglas H. Fisher,M,1
Douglas Stott Parker Jr.,M,1
Douglas W. Oard,M,1
Dragan Gamberger,M,1
Dragomir Anguelov,M,1
Dragomir R. Radev,M,1
Dragutin Petkovic,M,1
Dror Weitz,M,1
Dulce B. Ponceleon,F,1
Dung N. Lam,M,1
Dunja Mladenic,F,1
Eamonn J. Keogh,M,1
Edith Cohen,F,1
Edmond Boyer,M,1
Edmund Freeman,M,1
Edmund H. Durfee,M,1
Edna Grossman,F,1
Edward Hung,M,1
Edward L. Robertson,M,1
Edward L. Wimmers,M,1
Edward Sciore,M,1
Edward Y. Chang,M,1
Edwin R. Hancock,M,4
Efstathios Hadjidemetriou,M,1
Ehud Rivlin,M,1
Einat Amitay,F,1
Eitan Sharon,M,1
Eli Upfal,F,1
Elisa Bertino,F,1
Elizabeth McKenna,F,1
Elke A. Rundensteiner,F,1
Ellen M. Voorhees,F,2
Elly Winner,F,1
Elvira Schaefer,F,1
Emily Anderson,F,1
Enrico Blanzieri,M,1
Enrico Franconi,M,1
Enrico Giunchiglia,M,1
Enrico Nardelli,M,1
Eraldo Ribeiro,M,1
Erhard Rahm,M,2
Eric Chown,M,1
Eric Horvitz,M,1
Eric J. Glover,M,1
Eric N. Mortensen,M,1
Eric Simon,M,1
Eric W. Brown 0001,M,1
Erik F. Tjong Kim Sang,M,1
Erik G. Miller,M,1
Erik Riedel,M,1
Erik S. Steinmetz,M,1
Erin J. Bredensteiner,F,1
Erin L. Allwein,F,1
Ernesto Damiani,M,1
Esma Aïmeur,F,1
Ethem Alpaydin,M,2
Etienne G. Huot,M,1
Eugene Inseok Chong,M,1
Eugene J. Shekita,M,2
Ewa Jaslikowska,F,1
Fabien Feschet,M,1
Fabrice Guillet,M,1
Fabrice Rossi,M,1
Fabrizio Angiulli,M,1
Fabrizio Sebastiani 0001,M,1
Fan Jiang,M,1
Fanny Wattez,F,1
Farhad Hussain,M,1
Fei Chen,M,1
Fei Sha,M,1
Feng Tian,M,1
Feng Zhao 0001,M,1
Fernando C. N. Pereira,M,1
Finn Årup Nielsen,M,1
Fiora Pirri,F,1
Flip Korn,M,2
Florent Masseglia,M,2
Florian Waas,M,1
Florian Xhumari,M,1
Floriana Esposito,F,1
Florin Ciucu,M,2
Floris Geerts,M,1
Fosca Giannotti,F,1
Francesco Caruso,M,1
Franck Thollard,M,1
Frank A. Bisby,M,1
Frank Dellaert,M,1
Frank Neven,M,1
Frank Ramsak,M,1
Frans Coetzee,M,4
François Bélanger,M,1
François Llirbat,M,2
François Michaud,M,1
François Rivest,M,1
Françoise Fabret,F,2
Frederic Devernay,M,1
Frédéric Moal,M,1
Frédérick Vautrain,M,1
Fumiyo Fukumoto,F,1
Gabriel J. Ferrer,M,1
Gabriela Mußler,F,1
Gail Lalk,F,1
Gang Liu,M,1
Gang Zhou,M,1
Gareth Funka-Lea,M,1
Gareth J. F. Jones,M,1
Gary R. Bradski,M,2
Gary Valentin,M,1
Gary William Flake,M,2
Gautam Biswas,M,2
Gautam Das 0001,M,1
Gavin Michael,M,1
Gayatri Sathe,F,1
Ge Cong,M,1
Geert Wets,M,1
Geoff A. W. West,M,1
Geoff Hulten,M,1
Geoffrey E. Hinton,M,1
Geoffrey Egnal,M,1
Geoffrey J. Gordon,M,1
Georg Lausen,M,2
George A. Vouros,M,1
George Forman,M,1
George Kollios,M,1
George Lapis,M,1
Georges Gardarin,M,1
Georgios Paliouras,M,2
Georgios Petasis,M,1
Gerald E. Schneider,M,1
Gerald Tesauro,M,2
Gerd Stumme,M,1
Gerhard Lakemeyer,M,1
Gerhard Paass,M,1
Gerhard Weikum,M,2
German K. M. Cheung,M,1
German Shegalov,M,2
Gheorghe Muresan,M,1
Gheorghe Tecuci,M,4
Giedrius Slivinskas,M,1
Gilbert Ritschard,M,1
Gilbert Swinnen,M,1
Gilles Nachouki,M,1
Giovanni B. Marchisio,M,1
Giovanni Giuffrida,M,1
Giovanni Semeraro,M,1
Giuseppe De Giacomo,M,1
Giuseppe Manco 0001,M,1
Glenn S. Wasson,M,1
Gottfried Vossen,M,1
Graham J. Williams,M,1
Greg Barish,M,2
Greg Schohn,M,1
Gregory Dudek,M,1
Gregory R. Ganger,M,1
Gregory Z. Grudic,M,1
Guido Dedene,M,1
Guido Governatori,M,1
Gunnar Rätsch,M,1
Gustavo Alonso,M,2
Guy Ferran,M,1
Guy M. Lohman,M,1
Guy Pardon,M,1
Gérard G. Medioni,M,1
Hai Tao,M,1
Hajime Kimura,M,1
Hakan Ferhatosmanoglu,M,2
Hamid Pirahesh,M,3
Hannah Blau,F,1
Hans Schuster,M,2
Hans Tompits,M,1
Hao Chen 0003,M,1
Harald Reiterer,M,1
Harald Schöning,M,1
Harpreet S. Sawhney,M,3
Hartmut Liefke,M,1
Haruhiko Kojima,M,2
Hasan Davulcu,M,1
Heather Holmback,F,1
Hector Garcia-Molina,M,4
Hector J. Levesque,M,1
Hector Urroz,M,1
Heike Hofmann,F,1
Heikki Mannila,M,2
Heinrich Niemann,M,1
Heinrich Spiecker,M,1
Helena Galhardas,F,1
Hemant D. Tagare,M,1
Hendrik Blockeel,M,1
Henning Biermann,M,1
Henning Müller,M,1
Henri Briand,M,2
Henrik Boström,M,1
Henrik Grosskreutz,M,1
Henrique Paques,M,1
Henry A. Kautz,M,3
Henry Schneiderman,M,1
Henry Tirri,M,1
Hidenori Okamoto,M,1
Hideo Joho,M,1
Hieu Tat Nguyen,M,1
Hiroaki Kitano,M,1
Hiroaki Ueda,M,1
Hirofumi Matsuzawa,M,1
Hiroki Arimura,M,1
Hiroshi G. Okuno,M,1
Hiroshi Kawasaki,M,2
Hiroshi Mamitsuka,M,1
Hiroshi Motoda,M,4
Hiroshi Shimodaira,M,1
Hoa Trang Dang,F,1
Holger H. Hoos,M,1
Holger Märtens,M,1
Hong Su,M,1
Horst W. Haussecker,M,1
Howard J. Hamilton,M,3
Howard L. Tanenbaum,M,1
Hua Zhu,M,2
Hua-Gang Li,M,1
Huan Chang,M,2
Huan Liu 0001,M,2
Huan Wang,M,1
Hubert Jin,M,1
Hui Luo,M,1
Hung Hai Bui,M,1
Hussein M. Yahia,M,1
Håkan L. S. Younes,M,1
Iain Sutherland,M,1
Ian D. Reid 0001,M,1
Ian Frank,M,1
Ian Horrocks,M,1
Ian Soboroff,M,1
Ibrahim Kamel,M,1
Igor Tatarinov,M,1
Igor V. Cadez,M,2
Ilan Shimshoni,M,1
Ioana Manolescu,F,1
Ioannis A. Kakadiaris,M,1
Ioannis Stamos,M,1
Ion Androutsopoulos,M,1
Ion Muslea,M,2
Irene Langkilde,F,2
Irfan A. Essa,M,1
Irina Rish,F,1
Isaac Cohen,M,1
Isabelle Herlin,F,2
Isamu Shioya,M,1
Ivan Bratko,M,2
Ivo Marinchev,M,1
Iván Ordóñez,M,1
Iztok Savnik,M,2
Jaana Kekäläinen,F,1
Jacquelyn Martino,F,1
Jacques Philippe,M,1
Jade Goldstein,F,1
Jaime G. Carbonell,M,1
Jake D. Brutlag,M,1
Jakub Zavrel,M,1
James A. Bednar,M,1
James A. Hendler,M,1
James Allan,M,3
James C. French,M,1
James Chen,M,1
James Davis 0001,M,1
James J. Little,M,1
James M. Coughlan,M,1
James M. Rehg,M,1
James N. K. Liu,M,1
James P. Callan,M,3
James P. Delgrande,M,1
James P. Gunderson,M,1
James R. Slagle,M,1
James Rice,M,1
James S. Duncan,M,1
James W. Davis,M,1
James Ying,M,1
Jan Vahrenhold,M,1
Jan Vanthienen,M,1
Janet L. Wiener,F,1
Janez Demsar,M,1
Jason I. Hong,M,1
Jason Tsong-Li Wang,M,2
Javed A. Aslam,M,2
Jean Hou,M,1
Jean-Paul Watson,M,1
Jeanine Weißenfels,F,3
Jeff Bernhardt,M,1
Jeff Dalton 0002,M,1
Jeff Erickson 0001,M,1
Jeff Heflin,M,1
Jefferson A. Coelho Jr.,M,1
Jeffrey D. Ullman,M,2
Jeffrey F. Cohn,M,1
Jeffrey F. Naughton,M,3
Jeffrey McCandless,M,1
Jeffrey O. Kephart,M,2
Jeffrey Scott Vitter,M,2
Jeffrey Xu Yu,M,1
Jennifer G. Dy,F,1
Jennifer Widom,F,6
Jens Lechtenbörger,M,1
Jeremy D. Glasner,M,1
Jeremy H. Wright,M,1
Jeremy R. Cooperstock,M,1
Jerry Kiernan,M,1
Jesse Hoey,M,1
Jessica Jenkins,F,1
Jesus A. Gonzalez,M,1
Jette Randløv,F,1
Ji Jin,M,1
Jian Pei,M,2
Jim Gray 0001,M,3
Jim Smith,M,1
Jing Cao,M,1
Jing Peng,M,1
Jing Su,M,1
Jiong Yang,M,2
Joachim Hammer,M,1
Joann J. Ordille,F,1
Joaquim Pinto da Costa,M,1
Jochen Hipp,M,1
Jochen Van den Bercken,M,2
Joe Carthy,M,1
Joe Marks,M,1
Johan A. K. Suykens,M,1
Johannes Gehrke,M,1
John A. Thompson,M,1
John B. Hampshire II,M,1
John E. Laird,M,1
John F. Roddick,M,1
John Koutsias,M,1
John Krumm,M,1
John Langford 0001,M,1
John Levine,M,1
John M. McGann,M,1
John M. Prager,M,1
John Milanski,M,1
John Oliensis,M,1
John R. Anderson,M,1
John R. Kender,M,1
John R. Smith,M,1
John S. Robinson,M,1
John Shawe-Taylor,M,2
John W. Lloyd,M,1
John Zimmerman,M,1
Jon M. Kleinberg,M,1
Jon Ragetli,M,1
Jonathan Alon,M,1
Jonathan Audet,M,1
Jonathan Baxter,M,1
Jonathan D. Becher,M,1
Jonathan Deutscher,M,1
Jonathan Gratch,M,1
Jonathan Stoppi,M,1
Jordi Vitrià,M,1
Joseph Beck,M,1
Joseph Bockhorst,M,1
Joseph Daniel Pehoushek,M,1
Joseph JáJá,M,1
Joseph L. Hellerstein,M,1
Joseph M. Hellerstein,M,2
Joseph O'Sullivan,M,1
Joseph Shamir,M,1
José A. Blakeley,M,1
José C. Pinheiro,M,1
José M. Peña 0002,M,1
João L. M. Pereira,M,1
Juan J. Rodríguez Diez,M,1
Juan José Villanueva,M,1
Jude W. Shavlik,M,1
Juho Rousu,M,1
Julia Hirschberg,F,1
Julian Orbach,M,1
Juliana Freire,F,1
Julie MacNaught,F,1
Jun Morimoto,M,1
Jun Rao,M,1
Jun Sese,M,1
Jun Yang 0001,M,2
Jun Yuan,M,1
Jung-Hwan Oh,M,2
Jussi Lahtinen,M,1
Justus H. Piater,M,1
Jérémy Clech,M,1
Jérôme Lang,M,1
Jérôme Siméon,M,1
Jérôme Thoméré,M,1
Jörg Conradt,M,1
Jörg Kindermann,M,1
Jörg Köller,M,1
Jörg Sander 0001,M,4
Jörn Kohlhammer,M,1
Jürgen Angele,M,1
Jürgen Forster,M,1
Jürgen Wäsch,M,1
Kajal T. Claypool,F,1
Kalervo Järvelin,M,1
Kamal Nigam,M,1
Kan Hu,M,1
Karen C. Davis,F,1
Karen Sparck Jones,F,2
Kari Torkkola,F,2
Karin Kipper,F,1
Karine Zeitouni,F,1
Kary L. Myers,F,1
Kate Larson,F,1
Kathleen Fisher,F,1
Kathleen Hornsby,F,1
Kathy Ryall,F,1
Katia P. Sycara,F,3
Katsushi Ikeuchi,M,2
Katya Pelekhov,F,1
Kaushal Kurapati,F,1
Kaushik Chakrabarti,M,2
Kazuhiro Nakadai,M,1
Kazuhiro Otsuka,M,1
Kazumi Saito,F,1
Kazunori Matsumoto,M,1
Kazuo Hashimoto,M,1
Kazuyuki Murase,M,1
Ke Wang,M,1
Ke Wang 0001,M,1
Keiichiro Hoashi,M,1
Keiji Oenoki,M,1
Keisuke Kinoshita,M,1
Keith B. Hall,M,1
Ken Satoh,M,1
Kenichi Takahashi,M,1
Kenji Doya,M,1
Kenji Yamada,M,1
Kenji Yamanishi,M,1
Kenneth A. Kaufman,M,1
Kenneth A. Ross,M,2
Kenneth D. Forbus,M,3
Kenneth R. Wood,M,1
Kenneth Salem,M,1
Kevin Chen-Chuan Chang,M,1
Kevin Knight,M,4
Kevin Leyton-Brown,M,1
Kevin S. Beyer,M,1
Khaled Yagoub,M,1
Kien A. Hua,M,2
Kim L. Boyer,F,1
Kim Shearer,F,1
Kinh Tieu,M,1
Kiran Prabhakara,F,1
Klaus Elhardt,M,1
Klaus R. Dittrich,M,2
Klemens Böhm,M,2
Koen Vanhoof,M,1
Koji Miyajima,M,1
Konstantinos Chandrinos,M,1
Kostas Stergiou 0001,M,1
Kris Hildrum,M,1
Kristin P. Bennett,F,2
Kristina Lerman,F,1
Krzysztof Koperski,M,1
Lalit Garg,M,1
Lance A. Forbes,M,1
Larry H. Matthies,M,1
Larry M. Manevitz,M,1
Larry S. Davis,M,1
Lars Arge,M,2
Laura Barbulescu,F,1
Laura Bright,F,1
Laura M. Haas,F,2
Laurent Némirovski,M,1
Laurent Yeh,M,1
Laurent Younes,M,1
Laurentiu Cristofor,M,1
Laurie B. Waisel,F,1
Lawrence B. Holder,M,2
Lawrence Buckingham,M,1
Lawrence D. Bergman,M,2
Lawrence H. Staib,M,1
Leah S. Larkey,F,1
Lee D. Coraor,M,1
Leonardo Tininini,M,1
Leonid Libkin,M,1
Leonid Sigal,M,1
Leonid V. Tsap,M,1
Leonidas Fegaras,M,1
Leslie Pack Kaelbling,F,3
Li Chen 0016,M,1
Lian Wang,M,1
Liana M. Lorigo,F,1
Lin Padgham,F,1
Lin Zhou,F,1
Ling Liu 0001,M,3
Lisbeth Duncan,F,1
Liu Wang,M,1
Long Quan,M,1
Longin Jan Latecki,M,1
Loren G. Terveen,M,1
Lorenza Saitta,F,1
Lotfi Lakhal,M,2
Louis Wehenkel,M,2
Luc Bouganim,M,2
Luc Dehaspe,M,1
Luc Segoufin,M,2
Luca Forlizzi,M,1
Luca Spalazzi,M,1
Lucian Popa 0001,M,1
Luigi Palopoli,M,1
Luis E. Ortiz,M,1
Luis Gravano,M,1
Luis M. de Campos,M,1
Luis Pérez-Breva,M,1
Luke Hunsberger,M,1
Luke S. Zettlemoyer,M,1
Luke Tucker,M,1
Luís Torgo,M,1
Lyle H. Ungar,M,3
Léon J. M. Rothkrantz,M,1
Maarten de Rijke,M,1
Mads Noergaard,M,1
Maguelonne Teisseire,F,1
Mahesh Jagannath,M,1
Mahesh Saptharishi,M,1
Maja J. Mataric,F,4
Maja Pantic,F,1
Makoto Yokoo,M,1
Maksim Tsvetovat,M,1
Malcolm R. K. Ryan,M,1
Malik Yousef,M,1
Manfred Glesner,M,1
Manfred K. Warmuth,M,1
Manoranjan Dash,M,1
Manu Sridharan,M,1
Manuel Barrena García,M,1
Manuel Rodríguez-Martínez,M,1
Manuela M. Veloso,F,4
Marc Friedman,M,1
Marc Pucci,M,1
Marc Sebban,M,1
Marcel Schoppers,M,1
Marcel Worring,M,1
Marco Botta,M,1
Marco Carcassoni,M,1
Marco Gori,M,1
Marco Magnante,M,1
Marco Mesiti,M,1
Marco Patella,M,1
Marco Pecorone,M,1
Marco Pötke,M,1
Marco Ramoni,M,1
Marcus J. Huber,M,1
Marek Rusinkiewicz,M,1
Margaret E. Connell,F,2
Maria Halkidi,F,1
Maria L. Gini,F,1
Marilyn A. Walker,F,3
Mario Alberto López,M,1
Mark A. Musen,M,1
Mark A. Ruzon,M,1
Mark B. Skouson,M,1
Mark D. Reid,M,1
Mark E. Stickel,M,1
Mark H. Montague,M,1
Mark Holler,M,1
Mark Moors,M,1
Mark Sanderson,M,1
Mark W. Craven,M,1
Mark W. Maimone,M,1
Mark W. Newman,M,1
Mark W. Powell,M,1
Marko Bohanec,M,1
Marko Grobelnik,M,1
Markos Zaharioudakis,M,2
Markus M. Breunig,M,3
Markus Schneider 0001,M,1
Markus Weber,M,1
Marsha C. Lovett,F,1
Martha Stone Palmer,F,1
Martin A. Riedmiller,M,1
Martin Ester,M,3
Martin Gavrilov,M,1
Martin Grohe,M,1
Martin L. Kersten,M,1
Martin Lauer,M,1
Martin Schneider 0006,M,1
Martin Van Velsen,M,1
Martin Vrieze,M,1
Martin Zirkel,M,1
Mary Shapcott,F,1
Maryann E. Martone,F,1
Masao Sakauchi,M,2
Masatoshi Yoshikawa,M,1
Masayuki Numao,M,1
Massimiliano Pontil,M,1
Massimo Paolucci 0001,M,1
Massimo Zancanaro,M,1
Mathias Broxvall,M,1
Mathieu Vézeau,M,1
Matthew Carey,M,1
Matthew D. Mullin,M,1
Matthew D. Schmill,M,2
Matthew E. Antone,M,1
Matthew Miller,M,1
Matthias Jarke,M,4
Matthias Mitschke,M,1
Matthias Rychetsky,M,1
Matthias Schonlau,M,1
Matthias W. Seeger,M,1
Mauricio A. Hernández,M,1
Maurizio Lenzerini,M,2
Maurizio Panti,M,1
Maurizio Vincini,M,1
Max Welling,M,1
Maxim Peysakhov,M,1
Maxime Lhuillier,M,1
Mayumi Oyama,F,1
Megan Thomas,F,2
Mehmet Altinel,M,1
Mehmet M. Dalkilic,M,1
Mei Han,M,1
Melanie Hilario,F,1
Michael Benedikt,M,1
Michael Bowman,M,3
Michael Collins 0001,M,1
Michael D. Grossberg,M,1
Michael E. Houle,M,1
Michael E. Leventon,M,1
Michael Erdmann,M,1
Michael Fuller,M,1
Michael Gillmann,M,3
